Ext_concept_id,LOCAL_CONCEPT_ID,Ext_concept_name,Ext_domain_id,Ext_vocabulary_id,Ext_concept_class_ID,Ext_STANDARD_CONCEPT,Ext_concept_code,Ext_Valid_start_date,Ext_Valid_end_date,Ext_Invalid_reason,Ext_PREDICATE_ID,Ext_CONFIDENCE,Ext_provenance,Ext_subvocabulary_id,,Origin,Date_of_Variable_Modification,Map_to_OMOP,transferred_to_fairhub_REDCap_dataset,Protected_or_open-source,Extension_Needed,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev_Version,,Choices_Calculations_OR_Slider_Labels,Field_Note,PhenX_Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,SRC_CODE_UNIT,SRC_CODE_DESCRIPTION_UNIT,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA_File_Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name
2005200151,2005200151,How many hours since you last ate? (number of hours),Observation,AIREADI,Observable Entity,S,301897001,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,301897001,physical_assessment,,Original,6/23/2023,Yes,Yes,open-source,Yes,physical_assessment,text,,1481,paate,,How many hours since you last ate? (number of hours),4200039,,Time of last food intake,Observation,SNOMED,Observable Entity,S,301897001,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200152,2005200152,Waist Circumference (inches),Measurement,AIREADI,Observable Entity,S,276361009,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,276361009,physical_assessment,,Original,6/23/2023,Yes,Yes,open-source,Yes,physical_assessment,text,,1485,waist_vsorres,,Waist Circumference (inches),4172830,,Waist circumference,Measurement,SNOMED,Observable Entity,S,276361009,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200153,2005200153,Hip Circumference (inches),Measurement,AIREADI,Observable Entity,S,284472007,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,284472007,physical_assessment,,Original,6/23/2023,Yes,Yes,open-source,Yes,physical_assessment,text,,1486,hip_vsorres,,Hip Circumference (inches),4111665,,Hip circumference,Measurement,SNOMED,Observable Entity,S,284472007,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200154,2005200154,Photopic mars not done,Procedure,AIREADI,Procedure,S,410566008,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,410566008,photopic_mars,,Original,6/23/2023,Yes,Yes,open-source,Yes,photopic_mars,checkbox,,1518,plcscmpyn,,,4256483,,Contrast sensitivity test,Procedure,SNOMED,Procedure,S,410566008,0.25,,,10/2,,"999, Photopic mars not done",,No,,,,,,,,,,,,,
2005200155,2005200155,OD: Log Contrast Sensitivity,Measurement,AIREADI,Observable Entity,S,251686008,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,251686008,photopic_mars,,Original,6/23/2023,Yes,Yes,open-source,Yes,photopic_mars,calc,,1532,plcsodlog,,OD: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,2,"1=Photopic, left eye; 2=Photopic, right eye, 3=Photopic, binocular",10/2,,"if([plcscmpyn(999)] = '0', [plcsodfcl] - ([plcsodmiss] * 0.04), '')",,No,,,,,,,,,,,,,
2005200156,2005200156,OS: Log Contrast Sensitivity,Measurement,AIREADI,Observable Entity,S,251686008,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,251686008,photopic_mars,,Original,6/23/2023,Yes,Yes,open-source,Yes,photopic_mars,calc,,1544,plcsoslog,,OS: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,1,"1=Photopic, left eye; 2=Photopic, right eye, 3=Photopic, binocular",10/2,,"if([plcscmpyn(999)] = '0', [plcsosfcl] - ([plcsosmiss] * 0.04), '')",,No,,,,,,,,,,,,,
2005200157,2005200157,OU: Log Contrast Sensitivity,Measurement,AIREADI,Observable Entity,S,251686008,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,251686008,photopic_mars,,Deleted,6/27/0203,Yes,Yes,open-source,Yes,photopic_mars,calc,,1556,plcsoulog,,OU: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,3,"1=Photopic, left eye; 2=Photopic, right eye; 3=Photopic, binocular",10/2,,"if([plcscmpyn(999)] = '0', [plcsoufcl] - ([plcsoumiss] * 0.04), '')",,No,,,,,,,,,,,,,
2005200158,2005200158,Mesopic Mars not done,Procedure,AIREADI,Procedure,S,410566008,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,410566008,mesopic_mars,,Original,6/23/2023,Yes,Yes,open-source,Yes,mesopic_mars,checkbox,,1558,mlcscmpyn,,,4256483,,Contrast sensitivity test,Procedure,SNOMED,Procedure,S,410566008,0.75,,,10/2,,"999, Mesopic Mars not done",,No,,,,,,,,,,,,,
2005200159,2005200159,Right Foot - Felt:,Procedure,AIREADI,Procedure,S,134388005,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,134388005,monofilament,,Original,6/23/2023,Yes,Yes,open-source,Yes,monofilament,calc,,1611,mssrffl,,Right Foot - Felt:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0',sum(if([mssrf1]<>'99',[mssrf1],''), if([mssrf2]<>'99',[mssrf2],''), if([mssrf3]<>'99',[mssrf3],''), if([mssrf4]<>'99',[mssrf4],''), if([mssrf5]<>'99',[mssrf5],0),if([mssrf6]<>'99',[mssrf6],''), if([mssrf7]<>'99',[mssrf7],''), if([mssrf8]<>'99',[mssrf8],''), if([mssrf9]<>'99',[mssrf9],''), if([mssrf10]<>'99',[mssrf10],'')),'')",,No,,,,,,,,,,,,,
2005200160,2005200160,Right Foot - Tested:,Procedure,AIREADI,Procedure,S,134388005,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,134388005,monofilament,,Original,6/23/2023,Yes,Yes,open-source,Yes,monofilament,calc,,1612,mssrftt,,Right Foot - Tested:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0',10 - (sum(if([mssrf1]='99',1,0), if([mssrf2]='99',1,0), if([mssrf3]='99',1,0), if([mssrf4]='99',1,0), if([mssrf5]='99',1,0),if([mssrf6]='99',1,0), if([mssrf7]='99',1,0), if([mssrf8]='99',1,0), if([mssrf9]='99',1,0), if([mssrf10]='99',1,0))),'')",,No,,,,,,,,,,,,,
2005200161,2005200161,Left Foot - Felt:,Procedure,AIREADI,Procedure,S,134388005,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,134388005,monofilament,,Original,6/23/2023,Yes,Yes,open-source,Yes,monofilament,calc,,1623,msslffl,,Left Foot - Felt:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0', sum(if([msslf1]<>'99',[msslf1],''), if([msslf2]<>'99',[msslf2],''), if([msslf3]<>'99',[msslf3],''), if([msslf4]<>'99',[msslf4],''), if([msslf5]<>'99',[msslf5],0),if([msslf6]<>'99',[msslf6],''), if([msslf7]<>'99',[msslf7],''), if([msslf8]<>'99',[msslf8],''), if([msslf9]<>'99',[msslf9],''), if([msslf10]<>'99',[msslf10],'')),'')",Sum of all yes responses,No,,,,,,,,,,,,,
2005200162,2005200162,Left Foot - Tested:,Procedure,AIREADI,Procedure,S,134388005,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,134388005,monofilament,,Original,6/23/2023,Yes,Yes,open-source,Yes,monofilament,calc,,1624,msslftt,,Left Foot - Tested:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0',10 - (sum(if([msslf1]='99',1,0), if([msslf2]='99',1,0), if([msslf3]='99',1,0), if([msslf4]='99',1,0), if([msslf5]='99',1,0),if([msslf6]='99',1,0), if([msslf7]='99',1,0), if([msslf8]='99',1,0), if([msslf9]='99',1,0), if([msslf10]='99',1,0))),'')",10 minus sum of sum of not applicable responses,No,,,,,,,,,,,,,
2005200163,2005200163,"If not performed, please explain why:",Observation,AIREADI,Context-dependent,S,178291000000101,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,178291000000101,procedures,,Deleted,4/2/2024,Yes,Yes,protected,Yes,procedures,notes,,1627,mocareasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,,,,,,,,,,
2005200164,2005200164,Date & time Fundus - Edion performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1629,rtfncmpdattim,,Date & time Fundus - Edion performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200165,2005200165,Fundus - Edion not done,Procedure,AIREADI,Procedure,S,391999003,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,391999003,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1630,rtfncmpyn,,,4189584,,Confocal scanning laser ophthalmoscopy,Procedure,SNOMED,Procedure,S,391999003,0.75,,,10/2,,"999, Fundus - Edion not done",,No,,,,,,,,,,,,,
2005200166,2005200166,Date & time Fundus -  Optomed performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1633,rtfnocmpdattim,,Date & time Fundus -  Optomed performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200167,2005200167,Fundus - Optomed not done,Procedure,AIREADI,Procedure,S,20067007,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,20067007,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1634,rtfnocmpyn,,,4063911,,Ocular fundus photography,Procedure,SNOMED,Procedure,S,20067007,0.75,,,10/2,,"999, Fundus -  Optomed not done",,No,,,,,,,,,,,,,
2005200168,2005200168,Date & time OCT & OCTA - Spectralis HRA OCT performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1637,rthracmpdattim,,Date & time OCT & OCTA - Spectralis HRA OCT performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200169,2005200169,OCT & OCTA - Spectralis HRA OCT not done,Procedure,AIREADI,Procedure,S,392010000,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,392010000,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1638,rthracmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, OCT & OCTA - Spectralis HRA OCT not done",,No,,,,,,,,,,,,,
2005200170,2005200170,Date & time OCT - Triton OCT performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1641,rtoctcmpdattim,,Date & time OCT - Triton OCT performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200171,2005200171,OCT - Triton OCT not done,Procedure,AIREADI,Procedure,S,392010000,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,392010000,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1642,rtoctcmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, OCT - Triton OCT not done",,No,,,,,,,,,,,,,
2005200172,2005200172,Date & time OCT & OCTA - Maestro2 performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1645,rtm2cmpdattim,,Date & time OCT & OCTA - Maestro2 performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200173,2005200173,OCT & OCTA - Maestro2 not done,Procedure,AIREADI,Procedure,S,392010000,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,392010000,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1646,rtm2cmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, OCT & OCTA - Maestro2 not done",,No,,,,,,,,,,,,,
2005200174,2005200174,Date & time FLIO performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1649,rtfliocmpdattim,,Date & time FLIO performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200175,2005200175,FLIO not done,Procedure,AIREADI,Procedure,S,827055000,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,827055000,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1650,rtfliocmpyn,,,37311158,,Fluorescence imaging of eye,Procedure,SNOMED,Procedure,S,827055000,0.75,,,10/2,,"999, FLIO not done",,No,,,,,,,,,,,,,
2005200176,2005200176,Date & time Angioplex - Cirrus 5000 performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1653,rtaccmpdattim,,Date & time Angioplex - Cirrus 5000 performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200177,2005200177,Angioplex - Cirrus 5000 not done,Procedure,AIREADI,Procedure,S,392010000,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,392010000,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1654,rtaccmpyn,,,4213040,,Optical coherence tomography,Procedure,SNOMED,Procedure,S,392010000,0.75,,,10/2,,"999, Angioplex - Cirrus 5000 not done",,No,,,,,,,,,,,,,
2005200178,2005200178,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,text,,1657,rtekgcmpdattim,,Date & time Cardiology - EKG - Pagewriter TC30 Cardiograp performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200179,2005200179,Cardiology - EKG - Pagewriter TC30 Cardiograp not done,Procedure,AIREADI,CPT4,S,93000,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,93000,procedures,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,procedures,checkbox,,1658,rtekgcmpyn,,,2313814,,"Electrocardiogram, routine ECG with at least 12 leads; with interpretation and report",Procedure,CPT4,CPT4,S,93000,0.75,,,10/2,,"999, Cardiology - EKG - Pagewriter TC30 Cardiograp not done",,No,,,,,,,,,,,,,
2005200180,2005200180,Date & time clinical labs performed,Observation,AIREADI,Clinical Observation,S,90118-1,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,90118-1,lab_results,,Original,6/23/2023,Yes,Yes,open-source,Yes,lab_results,text,,1661,lbdattim1,,Date & time clinical labs performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,,,,,,,,,,
2005200181,2005200181,Clinical labs not done,Observation,AIREADI,Context-dependent,s,165331007,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,165331007,lab_results,,Original,6/23/2023,Yes,Yes,open-source,Yes,lab_results,checkbox,,1662,lbperfyn1,,,4013827,,Laboratory procedure performed,Observation,SNOMED,Context-dependent,s,165331007,0.25,,,10/2,,"999, Clinical labs not done",,No,,,,,,,,,,,,,
2005200182,2005200182,White Blood Cells (WBC) - x10E3/µL,Measurement,AIREADI,Procedure,s,767002,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,767002,lab_results,,Original,6/23/2023,Yes,Yes,open-source,Yes,lab_results,text,,1665,lbscat_wbc,,White Blood Cells (WBC) - x10E3/µL,4298431,,White blood cell count,Measurement,SNOMED,Procedure,s,767002,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200183,2005200183,Red Blood Cells (RBC) - x10E6/µL,Measurement,AIREADI,Procedure,s,14089001,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,14089001,lab_results,,Original,6/23/2023,Yes,Yes,open-source,Yes,lab_results,text,,1666,lbscat_rbc,,Red Blood Cells (RBC) - x10E6/µL,4030871,,Red blood cell count,Measurement,SNOMED,Procedure,s,14089001,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200184,2005200184,Hemoglobin - g/dL,Measurement,AIREADI,Lab Test,s,718-7,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,718-7,lab_results,,Original,6/23/2023,Yes,Yes,open-source,Yes,lab_results,text,,1667,lbscat_a1c,,Hemoglobin - g/dL,3000963,,Hemoglobin [Mass/volume] in Blood,Measurement,LOINC,Lab Test,s,718-7,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200185,2005200185,One 3ml EDTA tube collected,Procedure,AIREADI,Procedure,S,82078001,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,82078001,specimen_management,,Added,4/2/2024,Yes,Yes,open-source,Yes,specimen_management,yesno,,,lbproc_bl1,,One 3ml EDTA tube collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,Potentially don't map,10/2,,,,No,,,,,,,,,,,,,
2005200186,2005200186,Two 6ml EDTA tubes collected,Procedure,AIREADI,Procedure,S,82078001,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,82078001,specimen_management,,Added,4/2/2024,Yes,Yes,open-source,Yes,specimen_management,yesno,,,lbproc_bl2,,Two 6ml EDTA tubes collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200187,2005200187,Two 5.0 ml Serum SST/Gold Top tubes collected,Procedure,AIREADI,Procedure,S,82078001,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,82078001,specimen_management,,Added,4/2/2024,Yes,Yes,open-source,Yes,specimen_management,yesno,,,lbproc_bl3,,Two 5.0 ml Serum SST/Gold Top tubes collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200188,2005200188,One PAXgene RNA tube collected,Procedure,AIREADI,Procedure,S,82078001,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,82078001,specimen_management,,Added,4/2/2024,Yes,Yes,open-source,Yes,specimen_management,yesno,,,lbproc_bl4,,One PAXgene RNA tube collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200189,2005200189,Two CPT tubes collected,Procedure,AIREADI,Procedure,S,82078001,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,82078001,specimen_management,,Added,4/2/2024,Yes,Yes,open-source,Yes,specimen_management,yesno,,,lbproc_bl5,,Two CPT tubes collected,4218408,,Collection of blood specimen for laboratory,Procedure,SNOMED,Procedure,S,82078001,0.75,,,10/2,,,,No,,,,,,,,,,,,,
2005200190,2005200190,Date results were uploaded,Observation,AIREADI,Observation,s,410671006,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,410671006,specimen_management,,Original,4/2/2024,Yes,Yes,protected,Yes,specimen_management,text,,1694,lbuplddat,,Date results were uploaded,4256607,,Date,Observation,SNOMED,Observation,s,410671006,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200191,2005200191,"Was there any Unanticipated Problems, Protocol Deviations or Adverse Event's that occurred or were associated with this participant?",Observation,AIREADI,Event,S,370894009,2024-04-11,2099-12-31,Null,skos:narrowMatch,0.5,370894009,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,yesno,,1721,uppdae,,"Was there any Unanticipated Problems, Protocol Deviations or Adverse Event's that occurred or were associated with this participant?",4158959,,Serious reportable event,Observation,SNOMED,Event,S,370894009,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200192,2005200192,Did the subject complete the study?,Condition,AIREADI,Clinical Finding,S,443729008,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,443729008,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,yesno,,1724,eos_ds,,Did the subject complete the study?,40482840,,Completion of clinical trial,Condition,SNOMED,Clinical Finding,S,443729008,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200193,2005200193,What was the study discontinuation or completion date?,Observation,AIREADI,Observation,s,871441000000107,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,871441000000107,disposition,,Original,4/2/2024,Yes,Yes,open-source,Yes,disposition,text,,1730,eos_dsstdat,,What was the study discontinuation or completion date?,44810922,,Participation in research study completed,Observation,SNOMED,Observation,s,871441000000107,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200194,2005200194,41-50 (up to 2.5 packs) ,Meas Value,AIREADI,Answer,S,LA15915-4,2024-04-11,2099-12-31,Null,skos:relatedMatch,1,LA15915-4,substance_use_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,susmkdosfr,2011,41,susmkdosfr_41,41-50 (up to 2.5 packs) ,45884478,,31 or more (3 points),Meas Value,LOINC,Answer,S,LA15915-4,1,,,10/2,,,,No,,,,,,,,,,,,,
2005200195,2005200195,More than 50 (3 or more packs),Meas Value,AIREADI,Answer,S,LA15915-4,2024-04-11,2099-12-31,Null,skos:relatedMatch,1,LA15915-4,substance_use_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,susmkdosfr,2012,51,susmkdosfr_51,More than 50 (3 or more packs),45884478,,31 or more (3 points),Meas Value,LOINC,Answer,S,LA15915-4,1,,,10/2,,,,No,,,,,,,,,,,,,
2005200196,2005200196,22 to 28,Meas Value,AIREADI,Answer,S,LA14679-7,2024-04-11,2099-12-31,Null,skos:relatedMatch,1,LA14679-7,substance_use_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,subrdosfr,2025,22,subrdosfr_22,22 to 28,45876700,,14 drinks or more a week,Meas Value,LOINC,Answer,S,LA14679-7,1,,,10/2,,,,No,,,,,,,,,,,,,
2005200197,2005200197,29 to 35,Meas Value,AIREADI,Answer,S,LA14679-7,2024-04-11,2099-12-31,Null,skos:relatedMatch,1,LA14679-7,substance_use_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,subrdosfr,2026,29,subrdosfr_29,29 to 35,45876700,,14 drinks or more a week,Meas Value,LOINC,Answer,S,LA14679-7,1,,,10/2,,,,No,,,,,,,,,,,,,
2005200198,2005200198,36 or more,Meas Value,AIREADI,Answer,S,LA14679-7,2024-04-11,2099-12-31,Null,skos:relatedMatch,1,LA14679-7,substance_use_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,subrdosfr,2027,36,subrdosfr_36,36 or more,45876700,,14 drinks or more a week,Meas Value,LOINC,Answer,S,LA14679-7,1,,,10/2,,,,No,,,,,,,,,,,,,
2005200199,2005200199,21-25 (5 bottles),Meas Value,AIREADI,Answer,S,LA14679-7,2024-04-11,2099-12-31,Null,skos:relatedMatch,1,LA14679-7,substance_use_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,suwndosfr,2033,21,suwndosfr_21,21-25 (5 bottles),45876700,,14 drinks or more a week,Meas Value,LOINC,Answer,S,LA14679-7,1,,,10/2,,,,No,,,,,,,,,,,,,
2005200200,2005200200,M2-3D Wide(H) 12x9-OCT,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtma_osw,,M2-3D Wide(H) 12x9-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200201,2005200201,M2-3D Macula 6x6-OCT,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtma_osm,,M2-3D Macula 6x6-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200202,2005200202,M2-Mac 6x6-360x360-(rep3)-OCTA,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtma_osm1,,M2-Mac 6x6-360x360-(rep3)-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200203,2005200203,Triton-3D(H)+Radial 12x9-OCT,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rttr_osr,,Triton-3D(H)+Radial 12x9-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
