Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value
Yes,open-source,paid5_dm_survey,calc,,1218,Question,paidscore,,PAID score,2005200049,2005200049,PAID score,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_scrd,2118,Answer,0,paid_scrd_0,Not a problem,2005200213,2005200213,Not a problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_scrd,2119,Answer,1,paid_scrd_1,Minor problem,2005200214,2005200214,Minor problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_scrd,2120,Answer,2,paid_scrd_2,Moderate problem,2005200215,2005200215,Moderate problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_scrd,2121,Answer,3,paid_scrd_3,Somewhat serious problem,2005200216,2005200216,Somewhat serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_scrd,2122,Answer,4,paid_scrd_4,Serious problem,2005200217,2005200217,Serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_dpr,2123,Answer,0,paid_dpr_0,Not a problem,2005200213,2005200213,Not a problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_dpr,2124,Answer,1,paid_dpr_1,Minor problem,2005200214,2005200214,Minor problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_dpr,2125,Answer,2,paid_dpr_2,Moderate problem,2005200215,2005200215,Moderate problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_dpr,2126,Answer,3,paid_dpr_3,Somewhat serious problem,2005200216,2005200216,Somewhat serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_dpr,2127,Answer,4,paid_dpr_4,Serious problem,2005200217,2005200217,Serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_wr,2128,Answer,0,paid_wr_0,Not a problem,2005200213,2005200213,Not a problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_wr,2129,Answer,1,paid_wr_1,Minor problem,2005200214,2005200214,Minor problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_wr,2130,Answer,2,paid_wr_2,Moderate problem,2005200215,2005200215,Moderate problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_wr,2131,Answer,3,paid_wr_3,Somewhat serious problem,2005200216,2005200216,Somewhat serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_wr,2132,Answer,4,paid_wr_4,Serious problem,2005200217,2005200217,Serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_eng,2133,Answer,0,paid_eng_0,Not a problem,2005200213,2005200213,Not a problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_eng,2134,Answer,1,paid_eng_1,Minor problem,2005200214,2005200214,Minor problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_eng,2135,Answer,2,paid_eng_2,Moderate problem,2005200215,2005200215,Moderate problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_eng,2136,Answer,3,paid_eng_3,Somewhat serious problem,2005200216,2005200216,Somewhat serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_eng,2137,Answer,4,paid_eng_4,Serious problem,2005200217,2005200217,Serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_cml,2138,Answer,0,paid_cml_0,Not a problem,2005200213,2005200213,Not a problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_cml,2139,Answer,1,paid_cml_1,Minor problem,2005200214,2005200214,Minor problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_cml,2140,Answer,2,paid_cml_2,Moderate problem,2005200215,2005200215,Moderate problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_cml,2141,Answer,3,paid_cml_3,Somewhat serious problem,2005200216,2005200216,Somewhat serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,paid5_dm_survey,radio,paid_cml,2142,Answer,4,paid_cml_4,Serious problem,2005200217,2005200217,Serious problem,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,physical_assessment,text,,1485,Question,waist_vsorres,,Waist Circumference (cm),4172830,,Waist circumference,Measurement,SNOMED,Observable Entity,276361009,S,skos:exactMatch,1,,,,
Yes,open-source,physical_assessment,text,,1486,Question,hip_vsorres,,Hip Circumference (cm),4111665,,Hip circumference,Measurement,SNOMED,Observable Entity,284472007,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,pxne4,2523,Answer,88,pxne4_88,Does not apply to my neighborhood,2005200268,2005200268,Does not apply to my neighborhood,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,radio,pxne5,2530,Answer,88,pxne5_88,Does not apply to my neighborhood,2005200268,2005200268,Does not apply to my neighborhood,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_neighborhood_environment_survey,dropdown,pxne11,2565,Answer,6,pxne11_6,6 or more,2005200270,2005200270,6 or more,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,,1269,Question,pxji1,,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",2005200073,2005200073,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,,1270,Question,pxji2,,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",2005200074,2005200074,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,,1271,Question,pxhi1,,What is your living situation today?,2005200075,2005200075,What is your living situation today?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,checkbox,,1272,Question,pxhi2,,Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY,2005200076,2005200076,Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,,1273,Question,pxpa1,,"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",2005200077,2005200077,"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,,1274,Question,pxpa2,,Did any other person in your household delay getting prescription medicines because of worry about the cost?,2005200078,2005200078,Did any other person in your household delay getting prescription medicines because of worry about the cost?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,,1275,Question,pxpa3,,"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you couldn't afford it?",2005200079,2005200079,"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you couldn't afford it?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,,1276,Question,pxpa4,,"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",2005200080,2005200080,"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxji1,2296,Answer,5,pxji1_5,Will be leaving labor force voluntarily,2005200251,2005200251,Will be leaving labor force voluntarily,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic1,2335,Answer,1,pxhic1_1,Covered,2005200252,2005200252,Covered,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic2,2339,Answer,1,pxhic2_1,Covered,2005200252,2005200252,Covered,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic3,2343,Answer,1,pxhic3_1,Covered,2005200252,2005200252,Covered,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic4,2347,Answer,1,pxhic4_1,Covered,2005200252,2005200252,Covered,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic5,2351,Answer,1,pxhic5_1,Covered,2005200252,2005200252,Covered,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,protected,px_sdoh_combined_survey,radio,pxhic6,2355,Answer,1,pxhic6_1,Covered,2005200252,2005200252,Covered,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic7,2359,Answer,1,pxhic7_1,Covered,2005200252,2005200252,Covered,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic8,2363,Answer,0,pxhic8_0,I do NOT have health insurance,2005200253,2005200253,I do NOT have health insurance,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxhic8,2364,Answer,1,pxhic8_1,I HAVE some kind of health insurance,2005200254,2005200254,I HAVE some kind of health insurance,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc1,2371,Answer,5,pxahc1_5,Within the last 10 years (5 years but less than 10 years ago),2005200255,2005200255,Within the last 10 years (5 years but less than 10 years ago),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc3,2384,Answer,5,pxahc3_5,Within the last 10 years (5 years but less than 10 years ago),2005200255,2005200255,Within the last 10 years (5 years but less than 10 years ago),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc5,2393,Answer,1,pxahc5_1,A doctor's office or health center,2005200258,2005200258,A doctor's office or health center,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc5,2394,Answer,2,pxahc5_2,"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",2005200259,2005200259,"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,radio,pxahc5,2396,Answer,4,pxahc5_4,A VA Medical Center or VA outpatient clinic,2005200260,2005200260,A VA Medical Center or VA outpatient clinic,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc6,2402,Answer,1,pxahc6_1,1 - 10 times,2005200262,2005200262,1 - 10 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc6,2403,Answer,2,pxahc6_2,11 - 19 times,2005200263,2005200263,11 - 19 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc6,2404,Answer,3,pxahc6_3,20 - 29 times,2005200264,2005200264,20 - 29 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc6,2405,Answer,4,pxahc6_4,30 - 39 times,2005200265,2005200265,30 - 39 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc6,2406,Answer,5,pxahc6_5,40 - 49 times,2005200266,2005200266,40 - 49 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc6,2407,Answer,6,pxahc6_6,50 or more times,2005200267,2005200267,50 or more times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc7,2411,Answer,1,pxahc7_1,1 - 10 times,2005200262,2005200262,1 - 10 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc7,2412,Answer,2,pxahc7_2,11 - 19 times,2005200263,2005200263,11 - 19 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc7,2413,Answer,3,pxahc7_3,20 - 29 times,2005200264,2005200264,20 - 29 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc7,2414,Answer,4,pxahc7_4,30 - 39 times,2005200265,2005200265,30 - 39 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc7,2415,Answer,5,pxahc7_5,40 - 49 times,2005200266,2005200266,40 - 49 times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,px_sdoh_combined_survey,dropdown,pxahc7,2416,Answer,6,pxahc7_6,50 or more times,2005200267,2005200267,50 or more times,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkdosfr,2011,Answer,41,susmkdosfr_41,41-50 (up to 2.5 packs),2005200194,2005200194,41-50 (up to 2.5 packs),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkdosfr,2012,Answer,51,susmkdosfr_51,More than 50 (3 or more packs),2005200195,2005200195,More than 50 (3 or more packs),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,subrdosfr,2025,Answer,22,subrdosfr_22,22 to 28,2005200196,2005200196,22 to 28,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,subrdosfr,2026,Answer,29,subrdosfr_29,29 to 35,2005200197,2005200197,29 to 35,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,subrdosfr,2027,Answer,36,subrdosfr_36,36 or more,2005200198,2005200198,36 or more,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suwndosfr,2033,Answer,21,suwndosfr_21,21-25 (5 bottles),2005200199,2005200199,21-25 (5 bottles),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suwndosfr,2034,Answer,26,suwndosfr_26,26-30 (6 bottles),2005200208,2005200208,26-30 (6 bottles),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suwndosfr,2035,Answer,31,suwndosfr_31,31-35 (7 bottles),2005200209,2005200209,31-35 (7 bottles),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suwndosfr,2036,Answer,35,suwndosfr_35,More than 36 (greater than 7 bottles),2005200210,2005200210,More than 36 (greater than 7 bottles),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sulqdosfr,2042,Answer,22,sulqdosfr_22,22 to 28,2005200196,2005200196,22 to 28,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sulqdosfr,2043,Answer,29,sulqdosfr_29,29 to 35,2005200197,2005200197,29 to 35,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sulqdosfr,2044,Answer,36,sulqdosfr_36,36 or more,2005200198,2005200198,36 or more,Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,dvamwenhand,,Question,dvamwenhand_1,,Right,45881626,,Right,Meas Value,LOINC,Answer,LA4306-2,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,dvamwenhand,,Question,dvamwenhand_2,,Left,45883143,,Left,Meas Value,LOINC,Answer,LA4585-1,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,dvamwenhand,,Question,dvamwenhand_3,,Not Provided,763013,,Not provided,Meas Value,SNOMED,Qualifier Value,434941000124101,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,,,Question,dvamwendhand,,Participant's dominant hand,40768726,,Dominant hand [PhenX],Observation,LOINC,Clinical Observation,66042-3,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,dvamwendhand,,Question,dvamwendhand_1,,Right hand,45881626,,Right,Meas Value,LOINC,Answer,LA4306-2,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,dvamwendhand,,Question,dvamwendhand_2,,Left hand,45883143,,Left,Meas Value,LOINC,Answer,LA4585-1,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,dvamwendhand,,Question,dvamwendhand_4,,Neither (ambidextrous),4045863,,Ambidextrous,Observation,SNOMED,Clinical Finding,23088002,S,skos:exactMatch,1,,,,
Yes,open-source,device_return,radio,dvamwendhand,,Question,dvamwendhand_3,,Not Provided,763013,,Not Provided,Meas Value,SNOMED,Qualifier Value,434941000124101,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,mhterm_predm,,Answer,0,mhterm_predm_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,cmtrt_insln,,Answer,0,cmtrt_insln_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,cmtrt_glcs,,Answer,0,cmtrt_glcs_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,screening_survey,yesno,cmtrt_lfst,,Answer,0,cmtrt_lfst_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkstoage,,Answer,0,susmkstoage_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sualcage,,Answer,0,sualcage_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvptoyr,,Answer,0,suvptoyr_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlhex,2153,Answer,0,dmlhex_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,LA15665-5,S,skos:exactMatch,1,,,,
Yes,open-source,physical_assessment,text,,1482,Question,height_vsorres,,Height (cm),3036277,,Body height,Measurement,LOINC,Clinical Observation,8302-2,S,skos:exactMatch,1,,,,
Yes,open-source,physical_assessment,text,,1483,Question,weight_vsorres,,Weight (kilograms),3025315,,Body weight,Measurement,LOINC,Clinical Observation,29463-7,S,skos:exactMatch,1,,,,
Yes,protected,px_sdoh_combined_survey,radio,pxhic6,2356,Answer,0,pxhic6_0,Not Covered,45881114,,Not Covered by Insurance,Meas Value,LOINC,Answer,LA10041-4,S,skos:exactMatch,1,,,,
Yes,protected,px_sdoh_combined_survey,radio,pxhic6,2357,Answer,999,pxhic6_999,Not Sure,45884425,,Not sure,Meas Value,LOINC,Answer,LA12693-0,S,skos:exactMatch,1,,,,
Yes,protected,px_sdoh_combined_survey,radio,pxhic6,2358,Answer,777,pxhic6_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,2993,Answer,1,cmroute_1,Intralesional,4157758,,Intralesional,Route,SNOMED,Qualifier Value,372466002,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,2994,Answer,2,cmroute_2,Intramuscular,45881508,,Intramuscular,Meas Value,LOINC,Answer,LA9429-7,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,2995,Answer,3,cmroute_3,Intraocular,36309506,,Intraocular,Meas Value,LOINC,Answer,LA9432-1,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,2996,Answer,4,cmroute_4,Intraperitoneal,36308860,,Intraperitoneal,Meas Value,LOINC,Answer,LA9433-9,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,2997,Answer,5,cmroute_5,Nasal,45881525,,Nasal,Meas Value,LOINC,Answer,LA9263-0,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,2998,Answer,6,cmroute_6,Oral,45881524,,"Oral, including sublingual or buccal",Meas Value,LOINC,Answer,LA20324-2,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,2999,Answer,7,cmroute_7,Rectal,45884045,,Rectal,Meas Value,LOINC,Answer,LA9369-5,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,3000,Answer,8,cmroute_8,Inhalation,45880877,,Inhalation,Meas Value,LOINC,Answer,LA9427-1,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,3001,Answer,9,cmroute_9,Subcutaneous,45878096,,Subcutaneous,Meas Value,LOINC,Answer,LA9451-1,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,3002,Answer,10,cmroute_10,Topical,45877645,,Topical,Meas Value,LOINC,Answer,LA9456-0,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,3003,Answer,11,cmroute_11,Transdermal,45877646,,Transdermal,Meas Value,LOINC,Answer,LA9454-5,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,3004,Answer,12,cmroute_12,Vaginal,45876972,,Vaginal,Meas Value,LOINC,Answer,LA9459-4,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmroute,3005,Answer,888,cmroute_888,Other,45878142,,Other,Meas Value,LOINC,Answer,LA46-8,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3006,Answer,1,cmdosu_1,Percent Volume per Volume,45891010,,volume percent volume,Unit,UCUM,Unit,{vol}%{vol},S,skos:exactMatch,0.75,,,,
Yes,protected,current_medications,dropdown,cmdosu,3007,Answer,2,cmdosu_2,Capsule,46237103,,Capsule,Meas Value,LOINC,Answer,LA21907-3,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3008,Answer,3,cmdosu_3,Gram,8504,,gram,Unit,UCUM,Unit,g,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3009,Answer,4,cmdosu_4,Inhalation,45880877,,Inhalation,Meas Value,LOINC,Answer,LA9427-1,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3010,Answer,5,cmdosu_5,International Dosing Unit,8718,,international unit,Unit,UCUM,Unit,[iU],S,skos:closeMatch,0.75,,,,
Yes,protected,current_medications,dropdown,cmdosu,3011,Answer,6,cmdosu_6,Liter per Hour,44777603,,liter per hour,Unit,UCUM,Unit,L/h,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3012,Answer,7,cmdosu_7,Liter per Minute,8698,,liter per minute,Unit,UCUM,Unit,L/min,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3013,Answer,8,cmdosu_8,Milligram,8576,,milligram,Unit,UCUM,Unit,mg,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3014,Answer,9,cmdosu_9,Milligram per Kilogram,9562,,milligram per kilogram,Unit,UCUM,Unit,mg/kg,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3015,Answer,10,cmdosu_10,Milliliter,8587,,milliliter,Unit,UCUM,Unit,mL,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3016,Answer,11,cmdosu_11,Milliliter per Hour,44777613,,milliliter per hour,Unit,UCUM,Unit,mL/h,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3017,Answer,12,cmdosu_12,Milliliter per Kilogram,9571,,milliliter per kilogram,Unit,UCUM,Unit,mL/kg,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3019,Answer,14,cmdosu_14,Spray,46237551,,Spray,Meas Value,LOINC,Answer,LA21919-8,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3020,Answer,15,cmdosu_15,Tablet,46237517,,Tablet,Meas Value,LOINC,Answer,LA21908-1,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3021,Answer,16,cmdosu_16,Microgram,9655,,microgram,Unit,UCUM,Unit,ug,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3022,Answer,17,cmdosu_17,Microgram per Kilogram,9662,,microgram per kilogram,Unit,UCUM,Unit,ug/kg,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosu,3023,Answer,18,cmdosu_18,Other,45878142,,Other,Meas Value,LOINC,Answer,LA46-8,S,skos:exactMatch,1,,,,
Yes,protected,current_medications,dropdown,cmdosfrq,3024,Answer,ONCE,cmdosfrq_ONCE,Once,45882928,,Once,Meas Value,LOINC,Answer,LA14312-5,S,skos:exactMatch,1,,,,
