Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,qualifier_concept_id,qualifier_source_value,NOTES
No,locked (unavailable),demographics_survey,dropdown,brthdd,1880,0,brthdd_0,Unknown,0,,Unknown,Meas Value,LOINC,Answer,S,LA4489-6,skos:exactMatch,1,,,,45877986
No,locked (unavailable),decline_participation_survey,checkbox,scrn_out,2911,1,scrn_out_1,Concerns about privacy,0,,Lack of opportunity for privacy,Observation,SNOMED,Clinical Finding,S,42536429,skos:relatedMatch,0.5,,,,42536429
No,locked (unavailable),decline_participation_survey,checkbox,scrn_out,2912,2,scrn_out_2,The study doesn't benefit me directly,0,,Risk benefit ratio assessment,Procedure,SNOMED,Procedure,S,425152008,skos:relatedMatch,0.5,,,,4312135
No,locked (unavailable),decline_participation_survey,checkbox,scrn_out,2913,3,scrn_out_3,Stipend is too low,0,,Financial concerns,Meas Value,LOINC,Answer,S,LA28316-0,skos:relatedMatch,0.5,,,,36311124
No,locked (unavailable),decline_participation_survey,checkbox,scrn_out,2914,4,scrn_out_4,Feel uncomfortable with some tasks I will need to perform,0,,Anxiety about treatment,Condition,SNOMED,Clinical Finding,S,,skos:relatedMatch,0.5,,,,4021501
No,locked (unavailable),decline_participation_survey,checkbox,scrn_out,2915,5,scrn_out_5,Too difficult to make time for an in-person visit,0,,Schedule/time challenges,Meas Value,LOINC,Answer,S,225635005,skos:relatedMatch,0.75,,,,36311020
No,locked (unavailable),decline_participation_survey,checkbox,scrn_out,2916,6,scrn_out_6,Transportation to/from the Clinical Research Unit,0,,Transportation limitations,Meas Value,LOINC,Answer,S,LA28319-4,skos:relatedMatch,0.75,,,,36309220
No,locked (unavailable),decline_participation_survey,checkbox,scrn_out,2917,888,scrn_out_888,Other issue,0,,Other,Meas Value,LOINC,Answer,S,LA46-8,skos:closeMatch,1,,,,45878142
No,locked (unavailable),contact_log,radio,cnct_sccs,2918,1,cnct_sccs_1,Yes,0,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,45877994
No,locked (unavailable),contact_log,radio,cnct_sccs,2919,0,cnct_sccs_0,No,0,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,45878245
No,locked (unavailable),contact_log,dropdown,cnct_type,2920,1,cnct_type_1,Phone - Participant initiated,0,,Phone Call,Meas Value,LOINC,Answer,S,LA4688-3,skos:broadMatch,1,,,,36309019
No,locked (unavailable),contact_log,dropdown,cnct_type,2921,2,cnct_type_2,Phone - Site initiated,0,,Phone Call,Meas Value,LOINC,Answer,S,LA4688-3,skos:broadMatch,1,,,,36309019
No,locked (unavailable),contact_log,dropdown,cnct_type,2924,5,cnct_type_5,Email - Participant initiated,0,,E-mail,Meas Value,LOINC,Answer,S,LA29799-6,skos:broadMatch,1,,,,37079112
No,locked (unavailable),contact_log,dropdown,cnct_type,2925,6,cnct_type_6,Email - Site initiated,0,,E-mail,Meas Value,LOINC,Answer,S,LA29799-6,skos:broadMatch,1,,,,37079112
No,locked (unavailable),contact_log,dropdown,cnct_type,2926,7,cnct_type_7,Text message - Site initiated,0,,Text message,Meas Value,LOINC,Answer,S,LA29798-8,skos:broadMatch,1,,,,37079157
No,locked (unavailable),contact_log,dropdown,cnct_type,2927,8,cnct_type_8,Mail,0,,Contact Letter,Meas Value,LOINC,Answer,S,LA4215-5,skos:exactMatch,0.75,,,,36307651
No,locked (unavailable),contact_log,dropdown,cnct_prp,2928,1,cnct_prp_1,Questions regarding Consent,0,,Problem with consent,Meas Value,LOINC,Answer,S,LA7303-6,skos:relatedMatch,0.75,,,,45884391
No,locked (unavailable),contact_log,dropdown,cnct_prp,2929,2,cnct_prp_2,Report Change in Contact,0,,Revised - a change in client-provided information,Meas Value,LOINC,Answer,S,LA29729-3,skos:relatedMatch,0.5,,,,37079318
No,locked (unavailable),contact_log,dropdown,cnct_prp,2930,3,cnct_prp_3,Issue with Device(s),0,,Device related,Meas Value,LOINC,Answer,S,LA28743-5,skos:broadMatch,0.75,,,,36309707
No,locked (unavailable),contact_log,dropdown,cnct_prp,2931,4,cnct_prp_4,Return of Devices,0,,Device related,Meas Value,LOINC,Answer,S,LA28743-5,skos:broadMatch,0.75,,,,36309707
No,locked (unavailable),contact_log,dropdown,cnct_prp,2935,8,cnct_prp_8,Report Adverse Event,0,,Adverse event,Meas Value,LOINC,Answer,S,LA7266-5,skos:relatedMatch,0.75,,,,45884383
No,locked (unavailable),contact_log,dropdown,cnct_prp,2936,888,cnct_prp_888,Other,0,,Other,Meas Value,LOINC,Answer,S,LA46-8,skos:exactMatch,1,,,,45878142
No,open-source,photopic_mars,radio,plcsodeye,3037,L,plcsodeye_L,Left eye,0,,Left eye,Meas Value,LOINC,Answer,S,LA14704-3,skos:exactMatch,1,,,,Prev ID: 45883829; Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsodeye,3038,R,plcsodeye_R,Right eye,0,,Right eye,Meas Value,LOINC,Answer,S,LA14703-5,skos:exactMatch,1,,,,Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsodeye,3039,B,plcsodeye_B,Binocular,0,,Both eyes,Meas Value,LOINC,Answer,S,LA15091-4,skos:closeMatch,1,,,,Prev ID: 45878882; Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsoseye,3088,L,plcsoseye_L,Left eye,0,,Left eye,Meas Value,LOINC,Answer,S,LA14704-3,skos:exactMatch,1,,,,Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsoseye,3089,R,plcsoseye_R,Right eye,0,,Right eye,Meas Value,LOINC,Answer,S,LA14703-5,skos:exactMatch,1,,,,Prev ID: 45876703; Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsoseye,3090,B,plcsoseye_B,Binocular,0,,Both eyes,Meas Value,LOINC,Answer,S,LA15091-4,skos:closeMatch,1,,,,Prev ID: 45878882; Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsoueye,3139,L,plcsoueye_L,Left eye,0,,Left eye,Meas Value,LOINC,Answer,S,LA14704-3,skos:exactMatch,1,,,,Prev ID: 45883829; Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsoueye,3140,R,plcsoueye_R,Right eye,0,,Right eye,Meas Value,LOINC,Answer,S,LA14703-5,skos:exactMatch,1,,,,Prev ID: 45876703; Operational - not mapping to OMOP
No,open-source,photopic_mars,radio,plcsoueye,3141,B,plcsoueye_B,Binocular,0,,Both eyes,Meas Value,LOINC,Answer,S,LA15091-4,skos:closeMatch,1,,,,Prev ID: 45878882; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsodeye,3190,L,mlcsodeye_L,Left eye,0,,Left eye,Meas Value,LOINC,Answer,S,LA14704-3,skos:exactMatch,1,,,,Prev ID: 45883829; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsodeye,3191,R,mlcsodeye_R,Right eye,0,,Right eye,Meas Value,LOINC,Answer,S,LA14703-5,skos:exactMatch,1,,,,os is for left eye only; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsodeye,3192,B,mlcsodeye_B,Binocular,0,,Both eyes,Meas Value,LOINC,Answer,S,LA15091-4,skos:closeMatch,1,,,,Prev ID: 45878882; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsoseye,3241,L,mlcsoseye_L,Left eye,0,,Left eye,Meas Value,LOINC,Answer,S,LA14704-3,skos:exactMatch,1,,,,Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsoseye,3242,R,mlcsoseye_R,Right eye,0,,Right eye,Meas Value,LOINC,Answer,S,LA14703-5,skos:exactMatch,1,,,,Prev ID: 45876703; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsoseye,3243,B,mlcsoseye_B,Binocular,0,,Both eyes,Meas Value,LOINC,Answer,S,LA15091-4,skos:closeMatch,1,,,,Prev ID: 45878882; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsoueye,3292,L,mlcsoueye_L,Left eye,0,,Left eye,Meas Value,LOINC,Answer,S,LA14704-3,skos:exactMatch,1,,,,Prev ID: 45883829; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsoueye,3293,R,mlcsoueye_R,Right eye,0,,Right eye,Meas Value,LOINC,Answer,S,LA14703-5,skos:exactMatch,1,,,,Prev ID: 45876703; Operational - not mapping to OMOP
No,open-source,mesopic_mars,radio,mlcsoueye,3294,B,mlcsoueye_B,Binocular,0,,Both eyes,Meas Value,LOINC,Answer,S,LA15091-4,skos:closeMatch,1,,,,Prev ID: 45878882; Operational - not mapping to OMOP
No,locked (unavailable),driving_record,dropdown,dristate,1740,AL,dristate_AL,Alabama,0,,Alabama,Meas Value,LOINC,Answer,S,LA3904-5,skos:exactMatch,1,,,,45878464
No,locked (unavailable),driving_record,dropdown,dristate,1741,AK,dristate_AK,Alaska,0,,Alaska,Meas Value,LOINC,Answer,S,LA3903-7,skos:exactMatch,1,,,,45880671
No,locked (unavailable),driving_record,dropdown,dristate,1742,AZ,dristate_AZ,Arizona,0,,Arizona,Meas Value,LOINC,Answer,S,LA3895-5,skos:exactMatch,1,,,,45878479
No,locked (unavailable),driving_record,dropdown,dristate,1743,AR,dristate_AR,Arkansas,0,,Arkansas,Meas Value,LOINC,Answer,S,LA3894-8,skos:exactMatch,1,,,,45878333
No,locked (unavailable),driving_record,dropdown,dristate,1744,CA,dristate_CA,California,0,,California,Meas Value,LOINC,Answer,S,LA3875-7,skos:exactMatch,1,,,,45884249
No,locked (unavailable),driving_record,dropdown,dristate,1745,CO,dristate_CO,Colorado,0,,Colorado,Meas Value,LOINC,Answer,S,LA3862-5,skos:exactMatch,1,,,,45880672
No,locked (unavailable),driving_record,dropdown,dristate,1746,CT,dristate_CT,Connecticut,0,,Connecticut,Meas Value,LOINC,Answer,S,LA3859-1,skos:exactMatch,1,,,,45878329
No,locked (unavailable),driving_record,dropdown,dristate,1747,DE,dristate_DE,Delaware,0,,Delaware,Meas Value,LOINC,Answer,S,LA3851-8,skos:exactMatch,1,,,,45878330
No,locked (unavailable),driving_record,dropdown,dristate,1748,FL,dristate_FL,Florida,0,,Florida,Meas Value,LOINC,Answer,S,LA3834-4,skos:exactMatch,1,,,,45878466
No,locked (unavailable),driving_record,dropdown,dristate,1749,GA,dristate_GA,Georgia,0,,Georgia,Meas Value,LOINC,Answer,S,LA3830-2,skos:exactMatch,1,,,,45880064
No,locked (unavailable),driving_record,dropdown,dristate,1750,HI,dristate_HI,Hawaii,0,,Hawaii,Meas Value,LOINC,Answer,S,LA3820-3,skos:exactMatch,1,,,,45884232
No,locked (unavailable),driving_record,dropdown,dristate,1751,ID,dristate_ID,Idaho,0,,Idaho,Meas Value,LOINC,Answer,S,LA3815-3,skos:exactMatch,1,,,,45882202
No,locked (unavailable),driving_record,dropdown,dristate,1752,IL,dristate_IL,Illinois,0,,Illinois,Meas Value,LOINC,Answer,S,LA3814-6,skos:exactMatch,1,,,,45878323
No,locked (unavailable),driving_record,dropdown,dristate,1753,IN,dristate_IN,Indiana,0,,Indiana,Meas Value,LOINC,Answer,S,LA3812-0,skos:exactMatch,1,,,,45878468
No,locked (unavailable),driving_record,dropdown,dristate,1754,IA,dristate_IA,Iowa,0,,Iowa,Meas Value,LOINC,Answer,S,LA3809-6,skos:exactMatch,1,,,,45881554
No,locked (unavailable),driving_record,dropdown,dristate,1755,KS,dristate_KS,Kansas,0,,Kansas,Meas Value,LOINC,Answer,S,LA3799-9,skos:exactMatch,1,,,,45882433
No,locked (unavailable),driving_record,dropdown,dristate,1756,KY,dristate_KY,Kentucky,0,,Kentucky,Meas Value,LOINC,Answer,S,LA3798-1,skos:exactMatch,1,,,,45884238
No,locked (unavailable),driving_record,dropdown,dristate,1757,LA,dristate_LA,Louisiana,0,,Louisiana,Meas Value,LOINC,Answer,S,LA3786-6,skos:exactMatch,1,,,,45880678
No,locked (unavailable),driving_record,dropdown,dristate,1758,ME,dristate_ME,Maine,0,,Maine,Meas Value,LOINC,Answer,S,LA3782-5,skos:exactMatch,1,,,,45884239
No,locked (unavailable),driving_record,dropdown,dristate,1759,MD,dristate_MD,Maryland,0,,Maryland,Meas Value,LOINC,Answer,S,LA3775-9,skos:exactMatch,1,,,,45881556
No,locked (unavailable),driving_record,dropdown,dristate,1760,MA,dristate_MA,Massachusetts,0,,Massachusetts,Meas Value,LOINC,Answer,S,LA33036-7,skos:exactMatch,1,,,,1990218
No,locked (unavailable),driving_record,dropdown,dristate,1761,MI,dristate_MI,Michigan,0,,Michigan,Meas Value,LOINC,Answer,S,LA3771-8,skos:exactMatch,1,,,,45881558
No,locked (unavailable),driving_record,dropdown,dristate,1762,MN,dristate_MN,Minnesota,0,,Minnesota,Meas Value,LOINC,Answer,S,LA3766-8,skos:exactMatch,1,,,,45881574
No,locked (unavailable),driving_record,dropdown,dristate,1763,MS,dristate_MS,Mississippi,0,,Mississippi,Meas Value,LOINC,Answer,S,LA3765-0,skos:exactMatch,1,,,,45878353
No,locked (unavailable),driving_record,dropdown,dristate,1764,MO,dristate_MO,Missouri,0,,Missouri,Meas Value,LOINC,Answer,S,LA3764-3,skos:exactMatch,1,,,,45881575
No,locked (unavailable),driving_record,dropdown,dristate,1765,MT,dristate_MT,Montana,0,,Montana,Meas Value,LOINC,Answer,S,LA3762-7,skos:exactMatch,1,,,,45876289
No,locked (unavailable),driving_record,dropdown,dristate,1766,NE,dristate_NE,Nebraska,0,,Nebraska,Meas Value,LOINC,Answer,S,LA3756-9,skos:exactMatch,1,,,,45878354
No,locked (unavailable),driving_record,dropdown,dristate,1767,NV,dristate_NV,Nevada,0,,Nevada,Meas Value,LOINC,Answer,S,LA3753-6,skos:exactMatch,1,,,,45881577
No,locked (unavailable),driving_record,dropdown,dristate,1768,NH,dristate_NH,New Hampshire,0,,New Hampshire,Meas Value,LOINC,Answer,S,LA3751-0,skos:exactMatch,1,,,,45878613
No,locked (unavailable),driving_record,dropdown,dristate,1769,NJ,dristate_NJ,New Jersey,0,,New Jersey,Meas Value,LOINC,Answer,S,LA3750-2,skos:exactMatch,1,,,,45881578
No,locked (unavailable),driving_record,dropdown,dristate,1770,NM,dristate_NM,New Mexico,0,,New Mexico,Meas Value,LOINC,Answer,S,LA3749-4,skos:exactMatch,1,,,,45882462
No,locked (unavailable),driving_record,dropdown,dristate,1771,NY,dristate_NY,New York,0,,New York,Meas Value,LOINC,Answer,S,LA3748-6,skos:exactMatch,1,,,,45878614
No,locked (unavailable),driving_record,dropdown,dristate,1772,NC,dristate_NC,North Carolina,0,,North Carolina,Meas Value,LOINC,Answer,S,LA3736-1,skos:exactMatch,1,,,,45876291
No,locked (unavailable),driving_record,dropdown,dristate,1773,ND,dristate_ND,North Dakota,0,,North Dakota,Meas Value,LOINC,Answer,S,LA3734-6,skos:exactMatch,1,,,,45880946
No,locked (unavailable),driving_record,dropdown,dristate,1774,OH,dristate_OH,Ohio,0,,Ohio,Meas Value,LOINC,Answer,S,LA3726-2,skos:exactMatch,1,,,,45878349
No,locked (unavailable),driving_record,dropdown,dristate,1775,OK,dristate_OK,Oklahoma,0,,Oklahoma,Meas Value,LOINC,Answer,S,LA3725-4,skos:exactMatch,1,,,,45878350
No,locked (unavailable),driving_record,dropdown,dristate,1776,OR,dristate_OR,Oregon,0,,Oregon,Meas Value,LOINC,Answer,S,LA3722-1,skos:exactMatch,1,,,,45882457
No,locked (unavailable),driving_record,dropdown,dristate,1777,PA,dristate_PA,Pennsylvania,0,,Pennsylvania,Meas Value,LOINC,Answer,S,LA3708-0,skos:exactMatch,1,,,,45880943
No,locked (unavailable),driving_record,dropdown,dristate,1778,RI,dristate_RI,Rhode Island,0,,Rhode Island,Meas Value,LOINC,Answer,S,LA3692-6,skos:exactMatch,1,,,,45880936
No,locked (unavailable),driving_record,dropdown,dristate,1779,SC,dristate_SC,South Carolina,0,,South Carolina,Meas Value,LOINC,Answer,S,LA3677-7,skos:exactMatch,1,,,,45884254
No,locked (unavailable),driving_record,dropdown,dristate,1780,SD,dristate_SD,South Dakota,0,,South Dakota,Meas Value,LOINC,Answer,S,LA3676-9,skos:exactMatch,1,,,,45881568
No,locked (unavailable),driving_record,dropdown,dristate,1781,TN,dristate_TN,Tennessee,0,,Tennessee,Meas Value,LOINC,Answer,S,LA3612-4,skos:exactMatch,1,,,,45880931
No,locked (unavailable),driving_record,dropdown,dristate,1782,TX,dristate_TX,Texas,0,,Texas,Meas Value,LOINC,Answer,S,LA3611-6,skos:exactMatch,1,,,,45880690
No,locked (unavailable),driving_record,dropdown,dristate,1783,UT,dristate_UT,Utah,0,,Utah,Meas Value,LOINC,Answer,S,LA3587-8,skos:exactMatch,1,,,,45880934
No,locked (unavailable),driving_record,dropdown,dristate,1784,VT,dristate_VT,Vermont,0,,Vermont,Meas Value,LOINC,Answer,S,LA3585-2,skos:exactMatch,1,,,,45878341
No,locked (unavailable),driving_record,dropdown,dristate,1785,VA,dristate_VA,Virginia,0,,Virginia,Meas Value,LOINC,Answer,S,LA3583-7,skos:exactMatch,1,,,,45881563
No,locked (unavailable),driving_record,dropdown,dristate,1786,WA,dristate_WA,Washington,0,,Washington,Meas Value,LOINC,Answer,S,LA3580-3,skos:exactMatch,1,,,,45880935
No,locked (unavailable),driving_record,dropdown,dristate,1787,WV,dristate_WV,West Virginia,0,,West Virginia,Meas Value,LOINC,Answer,S,LA3578-7,skos:exactMatch,1,,,,45884251
No,locked (unavailable),driving_record,dropdown,dristate,1788,WI,dristate_WI,Wisconsin,0,,Wisconsin,Meas Value,LOINC,Answer,S,LA3577-9,skos:exactMatch,1,,,,45878484
No,locked (unavailable),driving_record,dropdown,dristate,1789,WY,dristate_WY,Wyoming,0,,Wyoming,Meas Value,LOINC,Answer,S,LA3576-1,skos:exactMatch,1,,,,45878342
No,locked (unavailable),driving_record,dropdown,dristate,,Other,dristate_Other,Other,0,,Other,Meas Value,LOINC,Answer,S,LA46-8,skos:closeMatch,1,,,,45878142
No,locked (unavailable),retinal_imaging_v2,text,crcid_rt,,crcid_rt,,Examiner Initials,0,,,Observation,,,,,,,,,,
No,locked (unavailable),retinal_imaging_v2,text,yob,,yob,,Year of birth,0,,,Observation,,,,,,,,,,
No,locked (unavailable),comments,dropdown,,,cmt_form,,Form Comment Linked to,0,,Form,Meas Value,LOINC,Doc Kind,S,LP181112-6,skos:broadMatch,0.75,,,,706299
No,locked (unavailable),comments,notes,,,cmt_cmt,,Comments,0,,Result comments,Observation,SNOMED,Qualifier Value,S,281296001,skos:closeMatch,0.75,,,,4083205
No,locked (unavailable),comments,,cmt_form,,ehr,cmt_form_ehr,EHR Information,0,,Electronic health record (EHR) or component of EHR,Meas Value,LOINC,Answer,S,LA20894-4,skos:closeMatch,1,,,,45880904
No,locked (unavailable),comments,,cmt_form,,mail,cmt_form_mail,Mailing Information,0,,Mailing,Meas Value,LOINC,Answer,S,LA30093-1,skos:broadMatch,1,,,,37079288
No,locked (unavailable),comments,,cmt_form,,svy,cmt_form_svy,Recruitment & Survey Management,0,,Management,Meas Value,LOINC,Answer,S,LA20391-1,skos:broadMatch,0.75,,,,45885153
No,locked (unavailable),comments,,cmt_form,,rec,cmt_form_rec,Recruitment Survey,0,,Recruitment,Condition,SNOMED,Clinical Finding,S,2724004,skos:broadMatch,0.75,,,,139830
No,locked (unavailable),comments,,cmt_form,,faq,cmt_form_faq,FAQ Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,scr,cmt_form_scr,Screening Survey,0,,Screening,Observation,SNOMED,Qualifier Value,S,722021000000100,skos:broadMatch,1,,,,44803659
No,locked (unavailable),comments,,cmt_form,,scrout,cmt_form_scrout,Screening Stop Message,0,,Screening,Observation,SNOMED,Qualifier Value,S,722021000000100,skos:broadMatch,1,,,,44803659
No,locked (unavailable),comments,,cmt_form,,precon,cmt_form_precon,Pre-Consent Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,icfs,cmt_form_icfs,Consent Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,icfa,cmt_form_icfa,Staff Consent Attestation Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,dicf,cmt_form_dicf,Download Consent,0,,Written consent completed,Observation,SNOMED,Clinical Finding,S,5821000175103,skos:closeMatch,0.75,,,,765499
No,locked (unavailable),comments,,cmt_form,,prt,cmt_form_prt,Participant Contact Information Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,dmg,cmt_form_dmg,Demographics Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,mh,cmt_form_mh,Health Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,sus,cmt_form_sus,Substance Use Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,ces,cmt_form_ces,CESD-10 Survey,0,,Center for Epidemiologic Studies Depression Scale panel [CES-D],Observation,LOINC,Survey,S,100766-5,skos:exactMatch,1,,,,1761569
No,locked (unavailable),comments,,cmt_form,,paid,cmt_form_paid,PAID-5 Dm Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,dml,cmt_form_dml,Diabetes Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,diet,cmt_form_diet,Dietary Survey,0,,Dietary behavior,Observation,LOINC,Survey,S,77243-4,skos:closeMatch,1,,,,46235932
No,locked (unavailable),comments,,cmt_form,,via,cmt_form_via,Ophthalmic Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,pxep,cmt_form_pxep,PX SDOH Combined Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,pxfi,cmt_form_pxfi,PX Food Insecurity Survey,0,,U.S. Adult Food Security Survey [U.S. FSS],Observation,LOINC,Survey,S,95353-9,skos:closeMatch,1,,,,36660038
No,locked (unavailable),comments,,cmt_form,,pxne,cmt_form_pxne,PX Neighborhood Environment Survey,0,,PhenX - physical activity - neighborhood environment protocol 151201,Measurement,LOINC,Clinical Observation,S,62842-0,skos:exactMatch,1,,,,40765574
No,locked (unavailable),comments,,cmt_form,,pxrd,cmt_form_pxrd,PX Racial Ethnic Discrimination Survey,0,,PhenX - discrimination protocol 210301,Measurement,LOINC,Clinical Observation,S,63015-2,skos:exactMatch,0.75,,,,40765747
No,locked (unavailable),comments,,cmt_form,,scrn_out,cmt_form_scrn_out,Decline Participation Survey,0,,Survey,Observation,SNOMED,Qualifier Value,S,725111000000103,skos:broadMatch,1,,,,44804317
No,locked (unavailable),comments,,cmt_form,,enrl,cmt_form_enrl,Study Enrollment,0,,Enrollment in clinical trial,Observation,SNOMED,Procedure,S,709491003,skos:relatedMatch,0.5,,,,46271379
No,locked (unavailable),comments,,cmt_form,,dri,cmt_form_dri,Driving Record,0,,Driving,Observation,SNOMED,Observable Entity,S,129060000,skos:broadMatch,0.75,,,,4044725
No,locked (unavailable),comments,,cmt_form,,dv,cmt_form_dv,Device Distribution,0,,Distribution,Observation,SNOMED,Attribute,S,246457009,skos:broadMatch,1,,,,4077868
No,locked (unavailable),comments,,cmt_form,,cma,cmt_form_cma,Meds Assessment,0,,Medications,Meas Value,LOINC,Answer,S,LA20271-5,skos:broadMatch,1,,,,45880025
No,locked (unavailable),comments,,cmt_form,,cm,cmt_form_cm,Current Medications,0,,Medications Current medication,Measurement,LOINC,Clinical Observation,S,66423-5,skos:closeMatch,1,,,,40769096
No,locked (unavailable),comments,,cmt_form,,pa,cmt_form_pa,Physical Assessment,0,,Physical assessment,Procedure,SNOMED,Procedure,S,81375008,skos:exactMatch,1,,,,4216060
No,locked (unavailable),comments,,cmt_form,,bcva,cmt_form_bcva,BCVA,0,,Best corrected visual acuity,Observation,SNOMED,Observable Entity,S,419775003,skos:exactMatch,0.75,,,,4303261
No,locked (unavailable),comments,,cmt_form,,plcs,cmt_form_plcs,Photopic Mars,0,,Contrast sensitivity test,Procedure,SNOMED,Procedure,S,410566008,skos:broadMatch,0.75,,,,4256483
No,locked (unavailable),comments,,cmt_form,,mics,cmt_form_mics,Mesopic Mars,0,,Contrast sensitivity test,Procedure,SNOMED,Procedure,S,410566008,skos:broadMatch,0.75,,,,4256483
No,locked (unavailable),comments,,cmt_form,,mss,cmt_form_mss,Monofilament,0,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,skos:narrowMatch,1,,,,4047085
No,locked (unavailable),comments,,cmt_form,,moca,cmt_form_moca,MoCA,0,,Montreal Cognitive Assessment [MoCA],Observation,LOINC,Survey,S,72133-2,skos:exactMatch,1,,,,43054876
No,locked (unavailable),comments,,cmt_form,,ekg,cmt_form_ekg,ECG,0,,ECG analysis,Observation,SNOMED,Qualifier Value,S,258181008,skos:narrowMatch,1,,,,4120042
No,locked (unavailable),comments,,cmt_form,,rt,cmt_form_rt,Retinal Imaging,0,,Retinal photography,Procedure,SNOMED,Procedure,S,282096008,skos:closeMatch,1,,,,4107003
No,locked (unavailable),comments,,cmt_form,,lbr,cmt_form_lbr,Lab Results,0,,Laboratory procedure,Procedure,SNOMED,Procedure,S,108252007,skos:closeMatch,0.75,,,,4028908
No,locked (unavailable),comments,,cmt_form,,lb,cmt_form_lb,Specimen Management,0,,Specimen care management,Procedure,SNOMED,Procedure,S,385832000,skos:narrowMatch,0.75,,,,4301544
No,locked (unavailable),comments,,cmt_form,,dc,cmt_form_dc,Return,0,,,Observation,,,S,,,,,,,Device Return
No,locked (unavailable),comments,,cmt_form,,cnct,cmt_form_cnct,Contact Log,0,,,Observation,,,S,,,,,,,
No,locked (unavailable),comments,,cmt_form,,eos,cmt_form_eos,Disposition,0,,Disposition,Observation,SNOMED,Disposition,S,726711005,skos:exactMatch,1,,,,37111655
No,locked (unavailable),comments,,cmt_form,,dmt,cmt_form_dmt,Data Management,0,,Management,Observation,SNOMED,Qualifier Value,S,719891000000107,skos:broadMatch,1,,,,44804304
Yes,open-source,health_survey,radio,mhoccur_cvdot,1897,1,mhoccur_cvdot_1,Yes,40770062,,History of Problems with your heart or circulation,Observation,LOINC,Clinical Observation,S,67434-1,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_strk,1900,1,mhoccur_strk_1,Yes,40770062,,History of Problems with your heart or circulation,Observation,LOINC,Clinical Observation,S,67434-1,skos:exactMatch,1,,,,
