Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES,NOTES_Outdated,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID
Added,4/23/2024,Yes,Yes,open-source,No,,substance_use_survey,dropdown,susmkstoage,,0,susmkstoage_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,susmkdosfr,2009,21,susmkdosfr_21,21-30 (up to 1.5 packs),45881687,,21-30 (2 points),Meas Value,LOINC,Answer,S,LA15914-7,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,susmkdosfr,2010,31,susmkdosfr_31,31-40 (up to  2 packs),45884478,,31 or more (3 points),Meas Value,LOINC,Answer,S,LA15915-4,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,susmkdosfr,2011,41,susmkdosfr_41,41-50 (up to 2.5 packs) ,2005200194,2005200194,41-50 (up to 2.5 packs) ,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA15915-4,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,41-50 (up to 2.5 packs) ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,susmkdosfr,2012,51,susmkdosfr_51,More than 50 (3 or more packs),2005200195,2005200195,More than 50 (3 or more packs),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA15915-4,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,More than 50 (3 or more packs),:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,susmkdosfr,2013,999,susmkdosfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualckncf,2014,1,sualckncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualckncf,2015,0,sualckncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualckncf,2016,777,sualckncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sualcage,2017,98,sualcage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sualcage,2018,999,sualcage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,4/23/2024,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sualcage,,0,sualcage_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suvptoyr,2019,98,suvptoyr_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suvptoyr,2020,999,suvptoyr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,4/23/2024,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suvptoyr,,0,suvptoyr_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,subrkncf,2021,1,subrkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,subrkncf,2022,0,subrkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,subrkncf,2023,777,subrkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,subrdosfr,2024,0,subrdosfr_0,Less than 1,45882032,,Less than 1 drink a week,Meas Value,LOINC,Answer,S,LA14683-9,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,subrdosfr,2025,22,subrdosfr_22,22 to 28,2005200196,2005200196,22 to 28,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,22 to 28,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,subrdosfr,2026,29,subrdosfr_29,29 to 35,2005200197,2005200197,29 to 35,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,29 to 35,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,subrdosfr,2027,36,subrdosfr_36,36 or more,2005200198,2005200198,36 or more,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,36 or more,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,subrdosfr,2028,999,subrdosfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suwnkncf,2029,1,suwnkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suwnkncf,2030,0,suwnkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suwnkncf,2031,777,suwnkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suwndosfr,2032,0,suwndosfr_0,Less than 1,45882032,,Less than 1 drink a week,Meas Value,LOINC,Answer,S,LA14683-9,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,suwndosfr,2033,21,suwndosfr_21,21-25 (5 bottles),2005200199,2005200199,21-25 (5 bottles),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,21-25 (5 bottles),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,suwndosfr,2034,26,suwndosfr_26,26-30 (6 bottles),2005200208,2005200208,26-30 (6 bottles),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,26-30 (6 bottles),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,suwndosfr,2035,31,suwndosfr_31,31-35 (7 bottles),2005200209,2005200209,31-35 (7 bottles),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,31-35 (7 bottles),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,suwndosfr,2036,35,suwndosfr_35,More than 36 (greater than 7 bottles),2005200210,2005200210,More than 36 (greater than 7 bottles),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,More than 36 (greater than 7 bottles),:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suwndosfr,2037,777,suwndosfr_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sulqkncf,2038,1,sulqkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sulqkncf,2039,0,sulqkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sulqkncf,2040,777,sulqkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sulqdosfr,2041,0,sulqdosfr_0,Less than 1,45882032,,Less than 1 drink a week,Meas Value,LOINC,Answer,S,LA14683-9,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,sulqdosfr,2042,22,sulqdosfr_22,22 to 28,2005200196,2005200196,22 to 28,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,22 to 28,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,sulqdosfr,2043,29,sulqdosfr_29,29 to 35,2005200197,2005200197,29 to 35,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,29 to 35,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,sulqdosfr,2044,36,sulqdosfr_36,36 or more,2005200198,2005200198,36 or more,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14679-7,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,36 or more,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sulqdosfr,2045,777,sulqdosfr_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualcdrv,2046,0,sualcdrv_0,Never,45876662,,Never,Meas Value,LOINC,Answer,S,LA6270-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualcdrv,2047,1,sualcdrv_1,Rarely,45876672,,Rarely,Meas Value,LOINC,Answer,S,LA10066-1,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualcdrv,2048,2,sualcdrv_2,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,S,LA10082-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualcdrv,2049,3,sualcdrv_3,Often,45884455,,Often,Meas Value,LOINC,Answer,S,LA10044-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualcdrv,2050,4,sualcdrv_4,Always,45882536,,Always,Meas Value,LOINC,Answer,S,LA9933-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sualcdrv,2051,777,sualcdrv_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suvpkncf1,2052,1,suvpkncf1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suvpkncf1,2053,0,suvpkncf1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suvpkncf1,2054,777,suvpkncf1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suvpstage,2055,98,suvpstage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suvpstage,2056,999,suvpstage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,,substance_use_survey,radio,suvpcdur,2057,1,suvpcdur_1,Yes,903655,,Electronic cigarette smoker,Observation,OMOP Extension,Clinical Finding,S,OMOP5181836,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suvpcdur,2058,0,suvpcdur_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,suvpcdur,2059,777,suvpcdur_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,suvptoage,2060,98,suvptoage_98,More than 20 years,2005200211,2005200211,More than 20 years,Observation,AIREADI,Clinical Finding,S,,skos:exactMatch,1,,OMOP5181836,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,More than 20 years,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suvptoage,2061,999,suvptoage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,suvpdosfr,2062,999,suvpdosfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sumrjkncf,2063,1,sumrjkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sumrjkncf,2064,0,sumrjkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sumrjkncf,2065,777,sumrjkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sumrjstage,2066,98,sumrjstage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sumrjstage,2067,999,sumrjstage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sumrjcdur,2068,1,sumrjcdur_1,Yes,37116660,,Marijuana user,Condition,SNOMED,Clinical Finding,S,733460004,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sumrjcdur,2069,0,sumrjcdur_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,radio,sumrjcdur,2070,777,sumrjcdur_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,checkbox,sumrjtrt,2071,1,sumrjtrt_1,"Inhaled/Smoked (for example: joints, blunts, bongs, vaping, dabs, )",45877637,,"Inhalation, respiratory",Meas Value,LOINC,Answer,S,LA11273-2,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,checkbox,sumrjtrt,2072,2,sumrjtrt_2,"Oral/Edibles (for example: oils, tinctures, beverages, capsules, sprays)",45878097,,Oral,Meas Value,LOINC,Answer,S,LA9367-9,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,checkbox,sumrjtrt,2073,3,sumrjtrt_3,Topical (for example: sprays or oils),45877645,,Topical,Meas Value,LOINC,Answer,S,LA9456-0,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,checkbox,sumrjtrt,2074,777,sumrjtrt_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,substance_use_survey,dropdown,sumrjceddur,2075,98,sumrjceddur_98,More than 50 years,2005200212,2005200212,More than 50 years,Observation,AIREADI,Clinical Finding,S,,skos:exactMatch,1,,102524005,10/2,,,,No,,,,AIREADI,substance_use_survey,,Observation,More than 50 years,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sumrjceddur,2076,999,sumrjceddur_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,substance_use_survey,dropdown,sumrjfr,2077,999,sumrjfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces1,2078,0,ces1_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA15665-5,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Rarely or none of the time (< 1 day),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces1,2079,1,ces1_1,Some or a little of the time (1-2 days) ,2005200142,2005200142,Some or a little of the time (1-2 days) ,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14733-2,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Some or a little of the time (1-2 days) ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces1,2080,2,ces1_2,Occasionally or a moderate amount of time (3-4 days),2005200143,2005200143,Occasionally or a moderate amount of time (3-4 days),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA6483-7,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Occasionally or a moderate amount of time (3-4 days),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces1,2081,3,ces1_3,All of the time (5-7 days),2005200144,2005200144,All of the time (5-7 days),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14734-0,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,All of the time (5-7 days),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces2,2082,0,ces2_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA15665-5,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Rarely or none of the time (< 1 day),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces2,2083,1,ces2_1,Some or a little of the time (1-2 days) ,2005200142,2005200142,Some or a little of the time (1-2 days) ,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14733-2,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Some or a little of the time (1-2 days) ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces2,2084,2,ces2_2,Occasionally or a moderate amount of time (3-4 days),2005200143,2005200143,Occasionally or a moderate amount of time (3-4 days),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA6483-7,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Occasionally or a moderate amount of time (3-4 days),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces2,2085,3,ces2_3,All of the time (5-7 days),2005200144,2005200144,All of the time (5-7 days),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14734-0,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,All of the time (5-7 days),N/A - operational variable:::,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces3,2086,0,ces3_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA15665-5,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Rarely or none of the time (< 1 day),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces3,2087,1,ces3_1,Some or a little of the time (1-2 days) ,2005200142,2005200142,Some or a little of the time (1-2 days) ,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14733-2,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Some or a little of the time (1-2 days) ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces3,2088,2,ces3_2,Occasionally or a moderate amount of time (3-4 days),2005200143,2005200143,Occasionally or a moderate amount of time (3-4 days),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA6483-7,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Occasionally or a moderate amount of time (3-4 days),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces3,2089,3,ces3_3,All of the time (5-7 days),2005200144,2005200144,All of the time (5-7 days),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14734-0,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,All of the time (5-7 days),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces4,2090,0,ces4_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA15665-5,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Rarely or none of the time (< 1 day),:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces4,2091,1,ces4_1,Some or a little of the time (1-2 days) ,2005200142,2005200142,Some or a little of the time (1-2 days) ,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA14733-2,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Some or a little of the time (1-2 days) ,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,cesd10_survey,radio,ces4,2092,2,ces4_2,Occasionally or a moderate amount of time (3-4 days),2005200143,2005200143,Occasionally or a moderate amount of time (3-4 days),Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA6483-7,10/2,,,,No,,,,AIREADI,cesd10_survey,,Observation,Occasionally or a moderate amount of time (3-4 days),:skos:exactMatch:1:,,,,
