concept_id,concept_name,domain_id,vocabulary_id,subvocabulary_id,concept_code,PREDICATE_ID,CONFIDENCE,predicate_label,provenance,,Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev Version,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA File Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name (at https://nda.nih.gov/data_structure.html?short_name=moca01)
,"If participant did not receive a device , please explain why:",Observation,AIREADI,device_distribution,178291000000101,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,437,device_distribution,notes,,1436,dvamwreasn,,"If participant did not receive a device , please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,"If participant did not receive a device , please explain why:",#REF!,,,,,,,,,,,
,Interviewer Code,,AIREADI,device_distribution,N/A - operational variable,,,,,,Original,6/23/2023,Yes,Yes,locked (unavailable),Yes,438,device_distribution,text,,1437,dvamwstcrcid,,Interviewer Code,none - OPS,,,,,,,N/A - operational variable,,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,Interviewer Code,#REF!,,,,,,,,,,,
,Was the sensor inserted?,Meas Value,AIREADI,device_distribution,82611-5,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,440,device_distribution,yesno,,1439,dvcgmyn,,Was the sensor inserted?,42528781,,Wearable device external physiologic monitoring panel,Meas Value,LOINC,Clinical Observation,S,82611-5,0.5,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,Was the sensor inserted?,#REF!,,,,,,,,,,,
,"If sensor was not inserted, please explain why:",Observation,AIREADI,device_distribution,178291000000101,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,443,device_distribution,notes,,1442,dvcgmreasn,,"If sensor was not inserted, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,"If sensor was not inserted, please explain why:",#REF!,,,,,,,,,,,
,Interviewer code (insertion and initializing),,AIREADI,device_distribution,N/A - operational variable,,,,,,Original,6/23/2023,Yes,Yes,locked (unavailable),Yes,444,device_distribution,text,,1443,dvcgmstcrcid,,Interviewer code (insertion and initializing),none - OPS,,,,,,,N/A - operational variable,,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,Interviewer code (insertion and initializing),#REF!,,,,,,,,,,,
,Did you verify that the Dexcom sensor was initialized and recording?,Meas Value,AIREADI,device_distribution,82611-5,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,446,device_distribution,yesno,,1445,dvcgmvrfy,,Did you verify that the Dexcom sensor was initialized and recording?,42528781,,Wearable device external physiologic monitoring panel,Meas Value,LOINC,Clinical Observation,S,82611-5,0.5,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,Did you verify that the Dexcom sensor was initialized and recording?,#REF!,,,,,,,,,,,
,Was the environmental sensor sent home with the participant?,Meas Value,AIREADI,device_distribution,82611-5,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,447,device_distribution,yesno,,1446,dvenvyn,,Was the environmental sensor sent home with the participant?,42528781,,Wearable device external physiologic monitoring panel,Meas Value,LOINC,Clinical Observation,S,82611-5,0.5,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,Was the environmental sensor sent home with the participant?,#REF!,,,,,,,,,,,
,Planned method of device return,Observation,AIREADI,device_distribution,260686004,skos:broadMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,454,device_distribution,radio,,1453,dvrtmthd,,Planned method of device return,4129438,,Method,Observation,SNOMED,Attribute,S,260686004,0.5,,,10/2,,"1, Direct to clinic | 2, Ship",,No,,,,AIREADI,device_distribution,,Device,Planned method of device return,#REF!,,,,,,,,,,,
,Was the participant given return instructions sheet and shipping box?,Procedure,AIREADI,device_distribution,362978005,skos:broadMatch,0.5,,,,Original,4/2/2024,Yes,Yes,locked,Yes,455,device_distribution,yesno,,1454,dvrtnyn,,Was the participant given return instructions sheet and shipping box?,4180631,,Medical equipment or device education,Procedure,SNOMED,Procedure,S,362978005,0.5,,,10/2,,,,No,,,,AIREADI,device_distribution,,Device,Was the participant given return instructions sheet and shipping box?,#REF!,,,,,,,,,,,
,Have you taken aspirin in the past 2 weeks?,,AIREADI,meds_assessment,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,462,meds_assessment,radio,,1461,cm_asp,,Have you taken aspirin in the past 2 weeks?,,,,,,,,,,,,10/2,,"0, No| 1, Every day | 2, A few days (<1 day/week) | 3, Some days (1-2 days/week) | 4, Most days (3-4 days/week) |99, Don't know/not sure | 777, Decline to answer",,No,,,,AIREADI,meds_assessment,,Observation,Have you taken aspirin in the past 2 weeks?,#REF!,,,,,,,,,,,
,"Have you taken acetaminophen medicines, such as Tylenol, in the past 2 weeks?",,AIREADI,meds_assessment,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,463,meds_assessment,radio,,1462,cm_act,,"Have you taken acetaminophen medicines, such as Tylenol, in the past 2 weeks?",,,,,,,,,,,,10/2,,"0, No| 1, Every day | 2, A few days (<1 day/week) | 3, Some days (1-2 days/week) | 4, Most days (3-4 days/week) |99, Don't know/not sure | 777, Decline to answer",,No,,,,AIREADI,meds_assessment,,Observation,"Have you taken acetaminophen medicines, such as Tylenol, in the past 2 weeks?",#REF!,,,,,,,,,,,
,Have you taken ibuprofen or ibuprofen-containing medicines such as Advil or Motrin in the past 2 weeks?,,AIREADI,meds_assessment,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,464,meds_assessment,radio,,1463,cm_ibp,,Have you taken ibuprofen or ibuprofen-containing medicines such as Advil or Motrin in the past 2 weeks?,,,,,,,,,,,,10/2,,"0, No| 1, Every day | 2, A few days (<1 day/week) | 3, Some days (1-2 days/week) | 4, Most days (3-4 days/week) |99, Don't know/not sure | 777, Decline to answer",,No,,,,AIREADI,meds_assessment,,Observation,Have you taken ibuprofen or ibuprofen-containing medicines such as Advil or Motrin in the past 2 weeks?,#REF!,,,,,,,,,,,
,"Have you taken antihistamines, such as cold pills or allergy pills, in the past 2 weeks?",,AIREADI,meds_assessment,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,465,meds_assessment,radio,,1464,cm_ant,,"Have you taken antihistamines, such as cold pills or allergy pills, in the past 2 weeks?",,,,,,,,,,,,10/2,,"0, No| 1, Every day | 2, A few days (<1 day/week) | 3, Some days (1-2 days/week) | 4, Most days (3-4 days/week) |99, Don't know/not sure | 777, Decline to answer",,No,,,,AIREADI,meds_assessment,,Observation,"Have you taken antihistamines, such as cold pills or allergy pills, in the past 2 weeks?",#REF!,,,,,,,,,,,
,"Have you taken decongestants, such as cold pills or allergy pills, in the past 2 weeks?",,AIREADI,meds_assessment,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,466,meds_assessment,radio,,1465,cm_dcg,,"Have you taken decongestants, such as cold pills or allergy pills, in the past 2 weeks?",,,,,,,,,,,,10/2,,"0, No| 1, Every day | 2, A few days (<1 day/week) | 3, Some days (1-2 days/week) | 4, Most days (3-4 days/week) |99, Don't know/not sure | 777, Decline to answer",,No,,,,AIREADI,meds_assessment,,Observation,"Have you taken decongestants, such as cold pills or allergy pills, in the past 2 weeks?",#REF!,,,,,,,,,,,
,Have you taken sleeping pills in the past 2 weeks?,,AIREADI,meds_assessment,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,467,meds_assessment,radio,,1466,cm_slp,,Have you taken sleeping pills in the past 2 weeks?,,,,,,,,,,,,10/2,,"0, No| 1, Every day | 2, A few days (<1 day/week) | 3, Some days (1-2 days/week) | 4, Most days (3-4 days/week) |99, Don't know/not sure | 777, Decline to answer",,No,,,,AIREADI,meds_assessment,,Observation,Have you taken sleeping pills in the past 2 weeks?,#REF!,,,,,,,,,,,
,RxNorm (assign after visit),,AIREADI,current_medications,,,,,,,Changed,3/22/2024,Yes,Yes,protected,Yes,477,current_medications,text,,1476,cmtrt,,RxNorm (assign after visit),,,,,,,,,,,,10/2,,BIOPORTAL:RXNORM,,No,,,,AIREADI,current_medications,,Observation,RxNorm (assign after visit),#REF!,,,,,,,,,,,
,,Procedure,AIREADI,physical_assessment,81375008,skos:closeMatch,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,479,physical_assessment,checkbox,,1478,pacmpyn,,,4216060,,Physical assessment,Procedure,SNOMED,Procedure,S,81375008,,,,10/2,,"999, Physical assessment was not done",,No,,,,AIREADI,physical_assessment,,Observation,,#REF!,,,,,,,,,,,
,How many hours since you last ate? (number of hours),Observation,AIREADI,physical_assessment,301897001,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,482,physical_assessment,text,,1481,paate,,How many hours since you last ate? (number of hours),4200039,,Time of last food intake,Observation,SNOMED,Observable Entity,S,301897001,0.5,,,10/2,,,,No,,,,AIREADI,physical_assessment,,Observation,How many hours since you last ate? (number of hours),#REF!,,,,,,,,,,,
,Waist Circumference (inches),Measurement,AIREADI,physical_assessment,276361009,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,486,physical_assessment,text,,1485,waist_vsorres,,Waist Circumference (inches),4172830,,Waist circumference,Measurement,SNOMED,Observable Entity,S,276361009,0.75,,,10/2,,,,No,,,,AIREADI,physical_assessment,,Observation,Waist Circumference (inches),#REF!,,,,,,,,,,,
,Hip Circumference (inches),Measurement,AIREADI,physical_assessment,284472007,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,487,physical_assessment,text,,1486,hip_vsorres,,Hip Circumference (inches),4111665,,Hip circumference,Measurement,SNOMED,Observable Entity,S,284472007,0.75,,,10/2,,,,No,,,,AIREADI,physical_assessment,,Observation,Hip Circumference (inches),#REF!,,,,,,,,,,,
,,,AIREADI,bcva,,,,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,496,bcva,checkbox,,1495,viaocmpyn,,,,,,,,,,,,,,10/2,,"999, BCVA was not done",,No,,,,AIREADI,bcva,,Measurement,,#REF!,,,,,,,,,,,
,Method used to complete form,Observation,AIREADI,bcva,260686004,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,499,bcva,radio,,1498,viaomthd,,Method used to complete form,4129438,,Method,Observation,SNOMED,Attribute,S,260686004,0.75,,,10/2,,"1, EVA | 2, ETDRS",,No,,,,AIREADI,bcva,,Measurement,Method used to complete form,#REF!,,,,,,,,,,,
,Snellen fraction - Photopic VA - OD,Measurement,AIREADI,bcva,79880-1,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,506,bcva,text,,1505,viaodpsf,,Snellen fraction - Photopic VA - OD,21491744,,Visual acuity best corrected Right eye by Snellen eye chart,Measurement,LOINC,Clinical Observation,S,79880-1,0.75,,,10/2,,,,No,,,,AIREADI,bcva,,Measurement,Snellen fraction - Photopic VA - OD,#REF!,,,,,,,,,,,
,Snellen fraction - Photopic VA - OS,Measurement,AIREADI,bcva,79881-9,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,507,bcva,text,,1506,viaospsf,,Snellen fraction - Photopic VA - OS,21491745,,Visual acuity best corrected Left eye by Snellen eye chart,Measurement,LOINC,Clinical Observation,S,79881-9,0.75,,,10/2,,,,No,,,,AIREADI,bcva,,Measurement,Snellen fraction - Photopic VA - OS,#REF!,,,,,,,,,,,
,VA Letter Score - Photopic VA - OD,Measurement,AIREADI,bcva,79876-9,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,508,bcva,text,,1507,viaodplog,,VA Letter Score - Photopic VA - OD,21491740,,Visual acuity best corrected Right eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,S,79876-9,0.75,1,"1=VA Letter Score - Photopic VA, 2=LLVA Letter Score - Mesopic VA",10/2,,,,No,,,,AIREADI,bcva,,Measurement,VA Letter Score - Photopic VA - OD,#REF!,,,,,,,,,,,
,VA Letter Score - Photopic VA - OS,Measurement,AIREADI,bcva,79877-7,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,509,bcva,text,,1508,viaosplog,,VA Letter Score - Photopic VA - OS,21491741,,Visual acuity best corrected Left eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,S,79877-7,0.75,1,"1=VA Letter Score - Photopic VA, 2=LLVA Letter Score - Mesopic VA",10/2,,,,No,,,,AIREADI,bcva,,Measurement,VA Letter Score - Photopic VA - OS,#REF!,,,,,,,,,,,
,Photopic LogMAR OD Score,Measurement,AIREADI,bcva,6616-7,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,510,bcva,calc,,1509,viaodpscore,,Photopic LogMAR OD Score,3036966,,Visual acuity log MAR Eye - right,Measurement,LOINC,Clinical Observation,S,6616-7,0.5,1,"1=Photopic, 2=Mesopic",10/2,,"if([viaocmpyn(999)] = '0',(-0.02 * [viaodplog]) + 1.7,'')",,No,,,,AIREADI,bcva,,Measurement,Photopic LogMAR OD Score,#REF!,,,,,,,,,,,
,Photopic LogMAR OS Score,Measurement,AIREADI,bcva,6617-5,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,511,bcva,calc,,1510,viaospscore,,Photopic LogMAR OS Score,3037488,,Visual acuity log MAR Eye - left,Measurement,LOINC,Clinical Observation,S,6617-5,0.5,1,"1=Photopic, 2=Mesopic",10/2,,"if([viaocmpyn(999)] = '0',(-0.02 * [viaosplog]) + 1.7,'')",,No,,,,AIREADI,bcva,,Measurement,Photopic LogMAR OS Score,#REF!,,,,,,,,,,,
,Snellen fraction - Mesopic VA - OD,Measurement,AIREADI,bcva,79880-1,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,512,bcva,text,,1511,viaodmsf,,Snellen fraction - Mesopic VA - OD,21491744,,Visual acuity best corrected Right eye by Snellen eye chart,Measurement,LOINC,Clinical Observation,S,79880-1,0.75,,,10/2,,,,No,,,,AIREADI,bcva,,Measurement,Snellen fraction - Mesopic VA - OD,#REF!,,,,,,,,,,,
,Snellen fraction - Mesopic VA - OS,Measurement,AIREADI,bcva,79881-9,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,513,bcva,text,,1512,viaosmsf,,Snellen fraction - Mesopic VA - OS,21491745,,Visual acuity best corrected Left eye by Snellen eye chart,Measurement,LOINC,Clinical Observation,S,79881-9,0.75,,,10/2,,,,No,,,,AIREADI,bcva,,Measurement,Snellen fraction - Mesopic VA - OS,#REF!,,,,,,,,,,,
,LLVA Letter Score - Mesopic VA - OD,Measurement,AIREADI,bcva,79876-9,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,514,bcva,text,,1513,viaodmlog,,LLVA Letter Score - Mesopic VA - OD,21491740,,Visual acuity best corrected Right eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,S,79876-9,0.75,2,"1=VA Letter Score - Photopic VA, 2=LLVA Letter Score - Mesopic VA",10/2,,,,No,,,,AIREADI,bcva,,Measurement,LLVA Letter Score - Mesopic VA - OD,#REF!,,,,,,,,,,,
,LLVA Letter Score - Mesopic VA - OS,Measurement,AIREADI,bcva,79877-7,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,515,bcva,text,,1514,viaosmlog,,LLVA Letter Score - Mesopic VA - OS,21491741,,Visual acuity best corrected Left eye by ETDRS eye chart,Measurement,LOINC,Clinical Observation,S,79877-7,0.75,2,"1=VA Letter Score - Photopic VA, 2=LLVA Letter Score - Mesopic VA",10/2,,,,No,,,,AIREADI,bcva,,Measurement,LLVA Letter Score - Mesopic VA - OS,#REF!,,,,,,,,,,,
,Mesopic LogMAR OD Score,Observation,AIREADI,bcva,413078003,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,516,bcva,calc,,1515,viaodmscore,,Mesopic LogMAR OD Score,4135663,,LogMAR visual acuity right eye,Observation,SNOMED,Observable Entity,S,413078003,0.75,2,"1=Photopic, 2=Mesopic",10/2,,"if([viaocmpyn(999)] = '0',(-0.02 * [viaodmlog]) + 1.7,'')",,No,,,,AIREADI,bcva,,Measurement,Mesopic LogMAR OD Score,#REF!,,,,,,,,,,,
,Mesopic LogMAR OS Score,Observation,AIREADI,bcva,413077008,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,517,bcva,calc,,1516,viaosmscore,,Mesopic LogMAR OS Score,4131378,,LogMAR visual acuity left eye,Observation,SNOMED,Observable Entity,S,413077008,0.75,2,"1=Photopic, 2=Mesopic",10/2,,"if([viaocmpyn(999)] = '0',(-0.02 * [viaosmlog]) + 1.7,'')",,No,,,,AIREADI,bcva,,Measurement,Mesopic LogMAR OS Score,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,photopic_mars,410566008,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,519,photopic_mars,checkbox,,1518,plcscmpyn,,,4256483,,Contrast sensitivity test,Procedure,SNOMED,Procedure,S,410566008,0.25,,,10/2,,"999, Photopic mars not done",,No,,,,AIREADI,photopic_mars,,Observation,,#REF!,,,,,,,,,,,
,OD: Log Contrast Sensitivity,Measurement,AIREADI,photopic_mars,251686008,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,533,photopic_mars,calc,,1532,plcsodlog,,OD: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,2,"1=Photopic, left eye; 2=Photopic, right eye, 3=Photopic, binocular",10/2,,"if([plcscmpyn(999)] = '0', [plcsodfcl] - ([plcsodmiss] * 0.04), '')",,No,,,,AIREADI,photopic_mars,,Observation,OD: Log Contrast Sensitivity,#REF!,,,,,,,,,,,
,OS: Log Contrast Sensitivity,Measurement,AIREADI,photopic_mars,251686008,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,545,photopic_mars,calc,,1544,plcsoslog,,OS: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,1,"1=Photopic, left eye; 2=Photopic, right eye, 3=Photopic, binocular",10/2,,"if([plcscmpyn(999)] = '0', [plcsosfcl] - ([plcsosmiss] * 0.04), '')",,No,,,,AIREADI,photopic_mars,,Observation,OS: Log Contrast Sensitivity,#REF!,,,,,,,,,,,
,OU: Log Contrast Sensitivity,Measurement,AIREADI,photopic_mars,251686008,skos:broadMatch,0.75,,,,Deleted,6/27/0203,Yes,Yes,open-source,Yes,557,photopic_mars,calc,,1556,plcsoulog,,OU: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,3,"1=Photopic, left eye; 2=Photopic, right eye; 3=Photopic, binocular",10/2,,"if([plcscmpyn(999)] = '0', [plcsoufcl] - ([plcsoumiss] * 0.04), '')",,No,,,,AIREADI,photopic_mars,,Observation,OU: Log Contrast Sensitivity,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,mesopic_mars,410566008,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,559,mesopic_mars,checkbox,,1558,mlcscmpyn,,,4256483,,Contrast sensitivity test,Procedure,SNOMED,Procedure,S,410566008,0.75,,,10/2,,"999, Mesopic Mars not done",,No,,,,AIREADI,mesopic_mars,,Observation,,#REF!,,,,,,,,,,,
,OD: Log Contrast Sensitivity,Measurement,AIREADI,mesopic_mars,251686008,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,573,mesopic_mars,calc,,1572,mlcsodlog,,OD: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,2,"1=Mesopic, left eye; 2=Mesopic, right eye; 3=Mesopic, binocular",10/2,,"if([mlcscmpyn(999)] = '0', [mlcsodfcl] - ([mlcsodmiss] * 0.04), '')",,No,,,,AIREADI,mesopic_mars,,Observation,OD: Log Contrast Sensitivity,#REF!,,,,,,,,,,,
,OS: Log Contrast Sensitivity,Measurement,AIREADI,mesopic_mars,251686008,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,585,mesopic_mars,calc,,1584,mlcsoslog,,OS: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.75,1,"1=Mesopic, left eye; 2=Mesopic, right eye; 3=Mesopic, binocular",10/2,,"if([mlcscmpyn(999)] = '0', [mlcsosfcl] - ([mlcsosmiss] * 0.04), '')",,No,,,,AIREADI,mesopic_mars,,Observation,OS: Log Contrast Sensitivity,#REF!,,,,,,,,,,,
,OU: Log Contrast Sensitivity,Measurement,AIREADI,mesopic_mars,251686008,skos:broadMatch,0.5,,,,Deleted,6/27/0203,Yes,Yes,open-source,Yes,597,mesopic_mars,calc,,1596,mlcsoulog,,OU: Log Contrast Sensitivity,4090077,,Contrast sensitivity,Measurement,SNOMED,Observable Entity,S,251686008,0.5,3,"1=Mesopic, left eye; 2=Mesopic, right eye; 3=Mesopic, binocular",10/2,,"if([mlcscmpyn(999)] = '0', [mlcsoufcl] - ([mlcsoumiss] * 0.04), '')",,No,,,,AIREADI,mesopic_mars,,Observation,OU: Log Contrast Sensitivity,#REF!,,,,,,,,,,,
,Right Foot - Felt:,Procedure,AIREADI,monofilament,134388005,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,612,monofilament,calc,,1611,mssrffl,,Right Foot - Felt:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0',sum(if([mssrf1]<>'99',[mssrf1],''), if([mssrf2]<>'99',[mssrf2],''), if([mssrf3]<>'99',[mssrf3],''), if([mssrf4]<>'99',[mssrf4],''), if([mssrf5]<>'99',[mssrf5],0),if([mssrf6]<>'99',[mssrf6],''), if([mssrf7]<>'99',[mssrf7],''), if([mssrf8]<>'99',[mssrf8],''), if([mssrf9]<>'99',[mssrf9],''), if([mssrf10]<>'99',[mssrf10],'')),'')",,No,,,,AIREADI,monofilament,,Observation,Right Foot - Felt:,#REF!,,,,,,,,,,,
,Right Foot - Tested:,Procedure,AIREADI,monofilament,134388005,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,613,monofilament,calc,,1612,mssrftt,,Right Foot - Tested:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0',10 - (sum(if([mssrf1]='99',1,0), if([mssrf2]='99',1,0), if([mssrf3]='99',1,0), if([mssrf4]='99',1,0), if([mssrf5]='99',1,0),if([mssrf6]='99',1,0), if([mssrf7]='99',1,0), if([mssrf8]='99',1,0), if([mssrf9]='99',1,0), if([mssrf10]='99',1,0))),'')",,No,,,,AIREADI,monofilament,,Observation,Right Foot - Tested:,#REF!,,,,,,,,,,,
,Left Foot - Felt:,Procedure,AIREADI,monofilament,134388005,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,624,monofilament,calc,,1623,msslffl,,Left Foot - Felt:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0', sum(if([msslf1]<>'99',[msslf1],''), if([msslf2]<>'99',[msslf2],''), if([msslf3]<>'99',[msslf3],''), if([msslf4]<>'99',[msslf4],''), if([msslf5]<>'99',[msslf5],0),if([msslf6]<>'99',[msslf6],''), if([msslf7]<>'99',[msslf7],''), if([msslf8]<>'99',[msslf8],''), if([msslf9]<>'99',[msslf9],''), if([msslf10]<>'99',[msslf10],'')),'')",Sum of all yes responses,No,,,,AIREADI,monofilament,,Observation,Left Foot - Felt:,#REF!,,,,,,,,,,,
,Left Foot - Tested:,Procedure,AIREADI,monofilament,134388005,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,625,monofilament,calc,,1624,msslftt,,Left Foot - Tested:,4047085,,Monofilament foot sensation test,Procedure,SNOMED,Procedure,S,134388005,0.5,,,10/2,,"if([msscmpyn(999)]= '0',10 - (sum(if([msslf1]='99',1,0), if([msslf2]='99',1,0), if([msslf3]='99',1,0), if([msslf4]='99',1,0), if([msslf5]='99',1,0),if([msslf6]='99',1,0), if([msslf7]='99',1,0), if([msslf8]='99',1,0), if([msslf9]='99',1,0), if([msslf10]='99',1,0))),'')",10 minus sum of sum of not applicable responses,No,,,,AIREADI,monofilament,,Observation,Left Foot - Tested:,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,628,procedures,notes,,1627,mocareasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
,Date & time Fundus - Edion performed,Observation,AIREADI,procedures,90118-1,skos:closeMatch,0.5,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,630,procedures,text,,1629,rtfncmpdattim,,Date & time Fundus - Edion performed,1176381,,Date and time of scheduled task,Observation,LOINC,Clinical Observation,S,90118-1,0.5,,,10/2,,,Requires fact relationship tabel entry / why is this is text field - should be date,No,,,,AIREADI,procedures,,Observation,Date & time Fundus - Edion performed,#REF!,,,,,,,,,,,
,,Procedure,AIREADI,procedures,391999003,skos:broadMatch,0.75,,,,Deleted,9/5/2023,Yes,Yes,open-source,Yes,631,procedures,checkbox,,1630,rtfncmpyn,,,4189584,,Confocal scanning laser ophthalmoscopy,Procedure,SNOMED,Procedure,S,391999003,0.75,,,10/2,,"999, Fundus - Edion not done",,No,,,,AIREADI,procedures,,Observation,,#REF!,,,,,,,,,,,
,"If not performed, please explain why:",Observation,AIREADI,procedures,178291000000101,skos:relatedMatch,0.5,,,,Deleted,4/2/2024,Yes,Yes,protected,Yes,632,procedures,notes,,1631,rtfnreasn,,"If not performed, please explain why:",44788487,,Procedure not completed,Observation,OMOP,Context-dependent,S,178291000000101,0.5,,,10/2,,,Requires Fact relationship entry ,No,,,,AIREADI,procedures,,Observation,"If not performed, please explain why:",#REF!,,,,,,,,,,,
