concept_name,SRC_CODE,concept_id,vocabulary_id,domain_id,v6_domain_id,concept_class_id,standard_concept,valid_start_date,valid_end_date,invalid_reason,source
All of the time (5-7 days),0,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),3,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),2,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),1,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),0,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none of the time (< 1 day),0,2005200141,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Some or a little of the time (1-2 days),1,2005200142,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally or a moderate amount of time (3-4 days),2,2005200143,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
All of the time (5-7 days),3,2005200144,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
RxNorm (assign after visit),cmtrt,2005200220,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Unit (Record the dose unit of the dose of concomitant medication/treatment/therapy taken (e.g., mg.)).",cmdosu,2005200221,AIREADI,Observation,survey_conduct,Clinical Observation,S,1/1/1970,,,RedCap
Puff,13,2005200222,AIREADI,Device,survey_conduct,Physical Object,S,1/1/1970,,,RedCap
"In a typical week, how often do you engage in vigorous exercise? (Examples: hiking, jogging at 6 mph, shoveling, carrying heavy loads, bicycling fast (14-16 mph), playing basketball, playing soccer, playing tennis, or any activity during which you cannot say more than a few words without taking a breath)",dmlvex,2005200277,AIREADI,Observation,survey_conduct,Clinical Finding,S,1/1/1970,,,RedCap
"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",dmlhex,2005200278,AIREADI,Observation,survey_conduct,Procedure,S,1/1/1970,,,RedCap
"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",dmlsugar,2005200305,AIREADI,Observation,survey_conduct,Procedure,S,1/1/1970,,,RedCap
"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",dmlgrain,2005200306,AIREADI,Observation,survey_conduct,Procedure,S,1/1/1970,,,RedCap
"How often would you say that you engage in diabetes health education? (Examples: consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",dmledu,2005200307,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
How often do you inspect your feet?,dmlfeet,2005200308,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Which of the following options best describes you with respect to physician care and medications?,dmlmd,2005200309,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
At least 30 minutes daily 3 or more days a week,10,2005200312,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"Active (stairs, walks, housework)",10,2005200314,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Somewhat active,5,2005200315,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"Not Active (TV, computer, phone, use lifts)",0,2005200316,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Doing daily or almost daily,10,2005200317,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Irregular; once or twice a week,5,2005200318,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely eat sweets,10,2005200319,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally eat sweets,5,2005200320,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Frequently eat sweets,0,2005200321,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Usually eat whole grain,10,2005200322,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely eat whole grain,5,2005200323,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Usually eat white bread or white rice,0,2005200324,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Eat small portions and avoid second servings,10,2005200325,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally limit portions,5,2005200326,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none; eat at buffets and restaurants with large portions,0,2005200327,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
4-5 servings or pieces of fruits and raw vegetables per day,10,2005200328,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
1-3 servings or pieces per day,5,2005200329,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"Regularly; at least monthly (dietician, support groups, books, websites, apps)",10,2005200330,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Occasionally; every 2-3 months,5,2005200331,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
3 or more visits a year to the same doctor. Regular with medicines.,10,2005200332,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
1-2 visits a year. Forgetting medicines frequently.,5,2005200333,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Rarely or none. Not taking 1 or more recommended medicines,0,2005200334,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Less than 1 time,0,2005200238,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
1 - 3 times,1,2005200239,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
5 or more,0,2005200240,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
2 or less,2,2005200241,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
5 or more,0,2005200240,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
2 or less,2,2005200241,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Less than 1,0,2005200242,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Less than 1 time,2,2005200238,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
1 time or less,0,2005200243,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Less than 1,0,2005200242,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Did the subject complete the study?,eos_ds,2005200192,AIREADI,Observation,survey_conduct,Clinical Finding,S,1/1/1970,,,RedCap
Did not meet Inclusion/Exclusion criteria,1,2005200280,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Withdrawal by Subject,3,2005200281,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Geographic Inaccessibility,4,2005200282,AIREADI,Observation,survey_conduct,Context-dependent,S,1/1/1970,,,RedCap
Currently enrolled in a conflicting study,6,2005200283,AIREADI,Observation,survey_conduct,Clinical Finding,S,1/1/1970,,,RedCap
Protocol Deviation,9,2005200284,AIREADI,Observation,survey_conduct,Clinical Finding,S,1/1/1970,,,RedCap
Individual was under age 40,1,2005200285,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Individual is not needed at this time for recruitment goals,3,2005200286,AIREADI,Observation,survey_conduct,Clinical Finding,S,1/1/1970,,,RedCap
Individual had Type 1 Diabetes,4,2005200287,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
In Person (Baseline),2,2005200288,AIREADI,Observation,survey_conduct,Procedure,S,1/1/1970,,,RedCap
Drivers license state,dristate,2005200138,AIREADI,Observation,survey_conduct,Location,S,1/1/1970,,,RedCap
Were either of your parents diagnosed with Type II Diabetes?,fh_dm2pt,2005200018,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Has a sibling been diagnosed with Type II Diabetes?,fh_dm2sb,2005200019,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
White Blood Cells (WBC) - x10E3/µL,lbscat_wbc,2005200182,AIREADI,Measurement,survey_conduct,Procedure,S,1/1/1970,,,RedCap
Red Blood Cells (RBC) - x10E6/µL,lbscat_rbc,2005200183,AIREADI,Measurement,survey_conduct,Procedure,S,1/1/1970,,,RedCap
Have you taken aspirin in the past 2 weeks?,cm_asp,2005200145,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Have you taken acetaminophen medicines, such as Tylenol, in the past 2 weeks?",cm_act,2005200146,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Have you taken ibuprofen or ibuprofen-containing medicines such as Advil or Motrin in the past 2 weeks?,cm_ibp,2005200147,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Have you taken antihistamines, such as cold pills or allergy pills, in the past 2 weeks?",cm_ant,2005200148,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"Have you taken decongestants, such as cold pills or allergy pills, in the past 2 weeks?",cm_dcg,2005200149,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Have you taken sleeping pills in the past 2 weeks?,cm_slp,2005200150,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",via1,2005200067,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",via2,2005200068,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,via5,2005200069,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),via6,2005200070,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Within the past 2 years (1 year but less than 2 years ago),3,2005200244,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Cost/Insurance,1,2005200245,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Do not have/know an eye doctor,2,2005200246,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"Cannot get to the office/clinic (too far away, no transportation)",3,2005200247,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
No reason to go (no problem),5,2005200249,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Have not thought of it,6,2005200250,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Within the past 2 years (1 year but less than 2 years ago),3,2005200244,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Feeling scared when you think about living with diabetes,paid_scrd,2005200044,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Worrying about the future and the possibility of serious complications,paid_wr,2005200046,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Feeling that diabetes is taking up too much of your mental and physical energy every day,paid_eng,2005200047,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Coping with complications of diabetes,paid_cml,2005200048,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
PAID score,paidscore,2005200049,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Not a problem,0,2005200213,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Minor problem,1,2005200214,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Moderate problem,2,2005200215,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Somewhat serious problem,3,2005200216,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Serious problem,4,2005200217,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Not a problem,0,2005200213,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Minor problem,1,2005200214,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Moderate problem,2,2005200215,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Somewhat serious problem,3,2005200216,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Serious problem,4,2005200217,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Not a problem,0,2005200213,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Minor problem,1,2005200214,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Moderate problem,2,2005200215,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Somewhat serious problem,3,2005200216,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Serious problem,4,2005200217,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Not a problem,0,2005200213,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Minor problem,1,2005200214,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Moderate problem,2,2005200215,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Somewhat serious problem,3,2005200216,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Serious problem,4,2005200217,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Not a problem,0,2005200213,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Minor problem,1,2005200214,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Moderate problem,2,2005200215,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Somewhat serious problem,3,2005200216,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Serious problem,4,2005200217,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Waist Circumference (cm),waist_vsorres,2005200152,AIREADI,Measurement,survey_conduct,Observable Entity,S,1/1/1970,,,RedCap
Hip Circumference (cm),hip_vsorres,2005200153,AIREADI,Measurement,survey_conduct,Observable Entity,S,1/1/1970,,,RedCap
Does not apply to my neighborhood,88,2005200268,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Does not apply to my neighborhood,88,2005200268,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
6 or more,6,2005200270,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",pxji1,2005200073,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",pxji2,2005200074,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
What is your living situation today?,pxhi1,2005200075,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Think about the place you live. Do you have problems with any of the following? CHOOSE ALL THAT APPLY,pxhi2,2005200076,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"In the last 12 months, have you delayed getting prescription medicines because of worry about the cost?",pxpa1,2005200077,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Did any other person in your household delay getting prescription medicines because of worry about the cost?,pxpa2,2005200078,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"In the last 12 months, was there any time when you needed prescription medicines, but did not get them because you couldn't afford it?",pxpa3,2005200079,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
"In the last 12 months, was there any time when anyone else in your household needed prescription medicines, but did not get them because you/they couldn't afford it?",pxpa4,2005200080,AIREADI,Observation,survey_conduct,Survey,S,1/1/1970,,,RedCap
Will be leaving labor force voluntarily,5,2005200251,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Covered,1,2005200252,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Covered,1,2005200252,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Covered,1,2005200252,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Covered,1,2005200252,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Covered,1,2005200252,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Covered,1,2005200252,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Covered,1,2005200252,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
I do NOT have health insurance,0,2005200253,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
I HAVE some kind of health insurance,1,2005200254,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Within the last 10 years (5 years but less than 10 years ago),5,2005200255,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
Within the last 10 years (5 years but less than 10 years ago),5,2005200255,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
A doctor's office or health center,1,2005200258,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",2,2005200259,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
A VA Medical Center or VA outpatient clinic,4,2005200260,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
1 - 10 times,1,2005200262,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
11 - 19 times,2,2005200263,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
20 - 29 times,3,2005200264,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
30 - 39 times,4,2005200265,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
40 - 49 times,5,2005200266,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
50 or more times,6,2005200267,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
1 - 10 times,1,2005200262,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
11 - 19 times,2,2005200263,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
20 - 29 times,3,2005200264,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
30 - 39 times,4,2005200265,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
40 - 49 times,5,2005200266,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
50 or more times,6,2005200267,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
41-50 (up to 2.5 packs),41,2005200194,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
More than 50 (3 or more packs),51,2005200195,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
22 to 28,22,2005200196,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
29 to 35,29,2005200197,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
36 or more,36,2005200198,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
21-25 (5 bottles),21,2005200199,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
26-30 (6 bottles),26,2005200208,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
31-35 (7 bottles),31,2005200209,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
More than 36 (greater than 7 bottles),35,2005200210,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
22 to 28,22,2005200196,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
29 to 35,29,2005200197,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
36 or more,36,2005200198,AIREADI,Meas Value,survey_conduct,Answer,S,1/1/1970,,,RedCap
