Origin,Date_of_Variable_Modification,Map_to_OMOP,transferred_to_fairhub_REDCap_dataset,Protected_or_open-source,Extension_Needed,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value,NOTES,Choices_Calculations_OR_Slider_Labels
Changed,5/2/2024,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1293,Question,pxahc8,,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",2005200097,2005200097,"During the past 12 months, have you been hospitalized overnight? (Do not include an overnight stay in the emergency room)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know"
Changed,5/2/2024,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1294,Question,pxahc9,,"During the past 12 months, have you DELAYED getting medical care because of the cost?",2005200098,2005200098,"During the past 12 months, have you DELAYED getting medical care because of the cost?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know"
Changed,5/2/2024,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1295,Question,pxahc10,,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",2005200099,2005200099,"During the past 12 months, was there any time when you needed medical care, but DID NOT GET IT because of the cost?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,"1, Yes | 0, No | 777, Prefer not to say | 555, Don't know"
Changed,5/2/2024,Yes,Yes,open-source,Yes,screening_survey,radio,,1046,Question,cmtrt_a1c,,"Do you take pills to control your A1C and blood glucose levels? Examples: Metformin (Glucophage, Glumetza, Fortamet, Riomet), Glucotrol, Amaryl, DiaBeta, Blynase PresTab, Micronase, Actos, Avandia, Precose, Glyset, Prandin, Starlix, Januvia, Onglyza, Tradjenta, Nesina, Invokana, Farxiga, Jardiance, Welchol, and Cyclocet",2005200548,2005200548,"Do you take pills to control your A1C and blood glucose levels? Examples: Metformin (Glucophage, Glumetza, Fortamet, Riomet), Glucotrol, Amaryl, DiaBeta, Blynase PresTab, Micronase, Actos, Avandia, Precose, Glyset, Prandin, Starlix, Januvia, Onglyza, Tradjenta, Nesina, Invokana, Farxiga, Jardiance, Welchol, and Cyclocet",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,4016042 | 170746002,"1, Yes | 0, No"
Changed,5/2/2024,Yes,Yes,open-source,Yes,screening_survey,yesno,,1048,Question,cmtrt_glcs,,"Do you use other injections to control your blood glucose levels?  Examples: Victoza, Ozempic, Symlin, Tanzeum, and Trulicity",2005200550,2005200550,"Do you use other injections to control your blood glucose levels?  Examples: Victoza, Ozempic, Symlin, Tanzeum, and Trulicity",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,36714369 | 719566006,
Added,5/2/2024,Yes,Yes,protected,No,screening_survey,yes,rp_childpot,,Answer,rp_childpot_yes,rp_childpot_yes,Yes,45884583,,Currently pregnant,Meas Value,LOINC,Answer,LA14670-6,S,skos:exactMatch,1,,,,,,
Added,5/2/2024,Yes,Yes,open-source,No,screening_survey,no,mhterm_dm2,,Answer,0,mhterm_dm2_0,No,45878245,,No,Meas Value,LOINC,Answer,LA32-8,S,skos:exactMatch,1,,,,,,
Changed,5/2/2024,Yes,Yes,open-source,No,screening_survey,radio,cmtrt_a1c,1790,Answer,1,cmtrt_a1c_1,Yes,4016042,,Diabetic on oral treatment,Observation,SNOMED,Clinical Finding,170746002,S,skos:exactMatch,1,,,,,,
Added,5/2/2024,Yes,Yes,open-source,No,screening_survey,yesno,cmtrt_insln,,Answer,1,cmtrt_insln_1,Yes,440922,,Diabetic on insulin,Observation,SNOMED,Clinical Finding,170747006,S,skos:closeMatch,0.75,,,,,,
Added,5/2/2024,Yes,Yes,open-source,No,screening_survey,yesno,cmtrt_glcs,,Answer,1,cmtrt_glcs_1,Yes,36714369,,Diabetic on non-insulin injectable medication,Observation,SNOMED,Clinical Finding,719566006,S,skos:exactMatch,1,,,,,,
Added,5/2/2024,Yes,Yes,open-source,No,screening_survey,yesno,cmtrt_lfst,,Answer,1,cmtrt_lfst_1,Yes,607008,,Able to modify behavior and lifestyle to support health improvement,Observation,SNOMED,Clinical Finding,1148971005,S,skos:exactMatch,1,,,,,,
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1174,Question,subrkncf,,Have you had any beer or ale in the past year?,2005200024,2005200024,Have you had any beer or ale in the past year?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,363905002,"1, Yes | 0, No | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1175,Question,subrdosfr,,"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",2005200025,2005200025,"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,363905002,"0, Less than 1 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14  or 2 drinks per night in a week | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 or 3 drinks per night in a week | 22, 22 to 28 | 29, 29 to 35 | 36, 36 or more | 999, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1176,Question,suwnkncf,,Have you had any wine in the past year?,2005200026,2005200026,Have you had any wine in the past year?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,363905002,"1, Yes | 0, No | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1177,Question,suwndosfr,,"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",2005200027,2005200027,"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,363905002,"0, Less than 1 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 (1 bottle) | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 (2 bottles) | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 (3 bottles) | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 (4 bottles) | 21, 21-25 (5 bottles) | 26, 26-30 (6 bottles) | 31, 31-35 (7 bottles) | 35, More than 36 (greater than 7 bottles) | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1178,Question,sulqkncf,,"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",2005200028,2005200028,"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,363905002,"1, Yes | 0, No | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1179,Question,sulqdosfr,,"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",2005200029,2005200029,"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,363905002,"0, Less than 1 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 (or 1 per day) | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 (or 2 per day) | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 (or 3 per day) | 22, 22-28 | 29, 29-35 | 36, More than 36 | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1180,Question,sualcdrv,,"Do you drive after having a drink, even if it is only one drink?",2005200030,2005200030,"Do you drive after having a drink, even if it is only one drink?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,405137009,"0, Never | 1, Rarely | 2, Sometimes | 3, Often | 4, Always | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1181,Question,suvpkncf1,,Have you ever vaped or used e-cigarettes?,2005200031,2005200031,Have you ever vaped or used e-cigarettes?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,OMOP5181836,"1, Yes | 0, No | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1182,Question,suvpstage,,At what age did you start vaping or using e-cigarettes? (Age started - years old),2005200032,2005200032,At what age did you start vaping or using e-cigarettes? (Age started - years old),Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,OMOP5181836,"5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 32, 32 | 33, 33 | 34, 34 | 35, 35 | 36, 36 | 37, 37 | 38, 38 | 39, 39 | 40, 40 | 41, 41 | 42, 42 | 43, 43 | 44, 44 | 45, 45 | 46, 46 | 47, 47 | 48, 48 | 49, 49 | 50, 50 | 51, 51 | 52, 52 | 53, 53 | 54, 54 | 55, 55 | 56, 56 | 57, 57 | 58, 58 | 59, 59 | 60, 60 | 98, More than 60 years old | 999, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1183,Question,suvpcdur,,Do you vape or use e-cigarettes now?,2005200033,2005200033,Do you vape or use e-cigarettes now?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,OMOP5181836,"1, Yes | 0, No | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1184,Question,suvptoage,,How many total years have you vaped or used e-cigarettes?,2005200034,2005200034,How many total years have you vaped or used e-cigarettes?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,OMOP5181836,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 98, More than 20 years | 999, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1185,Question,suvpdosfr,,"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",2005200035,2005200035,"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,103335007,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 999, Prefer not to answer"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1186,Question,sumrjkncf,,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",2005200036,2005200036,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,733460004,"1, Yes | 0, No | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,radio,,1188,Question,sumrjcdur,,Do you use marijuana now?,2005200473,2005200473,Do you use marijuana now?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,2005200473,"1, Yes | 0, No | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,checkbox,,1189,Question,sumrjtrt,,In what form do you usually use marijuana?  (check all that apply),2005200037,2005200037,In what form do you usually use marijuana?  (check all that apply),Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,733460004,"1, Inhaled/Smoked (for example: joints, blunts, bongs, vaping, dabs, )| 2, Oral/Edibles  (for example: oils, tinctures, beverages, capsules, sprays)  | 3, Topical (for example: sprays or oils) | 777, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1190,Question,sumrjceddur,,How many total years have you used marijuana?,2005200038,2005200038,How many total years have you used marijuana?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,733460004,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 32, 32 | 33, 33 | 34, 34 | 35, 35 | 36, 36 | 37, 37 | 38, 38 | 39, 39 | 40, 40 | 41, 41 | 42, 42 | 43, 43 | 44, 44 | 45, 45 | 46, 46 | 47, 47 | 48, 48 | 49, 49 | 50, 50 | 98, More than 50 years | 999, Prefer not to say"
Changed,5/2/2024,Yes,Yes,open-source,Yes,substance_use_survey,dropdown,,1191,Question,sumrjfr,,"When you used marijuana, approximately how many days in a typical week would you use it?",2005200039,2005200039,"When you used marijuana, approximately how many days in a typical week would you use it?",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,733460004,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 777, Prefer not to say"
Changed,5/1/2024,Yes,Yes,protected,Yes,current_medications,text,,1470,Question,cmname,,Medication Name,2005200481,2005200481,Medication Name,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,LA22650-8,
Changed,5/1/2024,Yes,Yes,protected,Yes,driving_record,text,,,Question,odristate,,Specify other,2005200485,2005200485,Specify other,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,LA6310-2,
Deleted,5/1/2024,No,Yes,open-source,No,mesopic_mars,text,,1594,Question,mlcsoufcl,,OU: Value of final correct letter,0,0,"OU: Value of final correct letter - Mesopic, binocular",Measurement,AIREADI,Measurement,,S,skos:exactMatch,1,"Mesopic, binocular",,,,"Prev ID: Local Code | 1=Mesopic, left eye; 2=Mesopic, right eye; 3=Mesopic, binocular | 410566008 | This row was marked as deleted in column A, so we changed this to ""no"" in the map to OMOP column",
Deleted,5/1/2024,No,Yes,open-source,No,mesopic_mars,text,,1595,Question,mlcsoumiss,,OU: Number of misses prior to stopping,0,0,"OU: Number of misses prior to stopping - Mesopic, binocular",Measurement,AIREADI,Measurement,,S,skos:exactMatch,1,"Mesopic, binocular",,,,"Prev ID: Local Code | 1=Mesopic, left eye; 2=Mesopic, right eye; 3=Mesopic, binocular | 410566008 | This row was marked as deleted in column A, so we changed this to ""no"" in the map to OMOP column",
Changed,5/1/2024,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,,1266,Question,pxep2,,Do you speak another language at home?,2005200480,2005200480,Do you speak another language at home?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,LA30188-9,"1, Yes | 0, No | 777, Prefer not to say"
Changed,4/30/2024,Yes,Yes,protected,No,demographics_survey,text,,1114,Question,cl_maristatot,,Other (please specify),4053609,,Marital status,Observation,SNOMED,Observable Entity,125680007,S,skos:exactMatch,1,,,,,LA6310-2,
Deleted,4/30/2024,No,No,locked (unavailable),No,ehr_information,text,,1003,Question,brthdat,,Birth Date,0,,Birth date,Observation,LOINC,Clinical Observation,21112-8,S,skos:exactMatch,1,,,,,Prev ID: 3022007,
Changed,4/30/2024,Yes,Yes,open-source,Yes,health_survey,checkbox,,1148,Question,fh_dm2ptsp,,"If yes, which parent?",2005200463,2005200463,Was your mother or father diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,,"1, Mother | 2, Father"
Changed,4/30/2024,Yes,Yes,open-source,Yes,health_survey,checkbox,,1150,Question,fh_dm2sbsp,,"If yes, please check all that apply:",2005200464,2005200464,"If yes, please check all that apply: brother, sister, half-sister, half-brother",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,each answer options are mapped based on each checkboxes clicked,"1, Sister | 2, Brother | 3, Half-Sister | 4, Half-Brother"
Changed,4/30/2024,Yes,Yes,open-source,Yes,health_survey,radio,,1157,Question,mhoccur_yn,,"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",2005200470,2005200470,"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,76472-0,"1, Yes | 0, No | 777, Prefer not to say"
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_clsh,1906,Answer,1,mhoccur_clsh_1,Yes,4159131,,Dyslipidemia,Condition,SNOMED,Disorder,370992007,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_lbp,1912,Answer,1,mhoccur_lbp_1,Yes,317002,,Low blood pressure,Condition,SNOMED,Disorder,45007003,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_pd,1915,Answer,1,mhoccur_pd_1,Yes,381270,,Parkinson's disease,Condition,SNOMED,Disorder,49049000,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_ad,1918,Answer,1,mhoccur_ad_1,Yes,4182210,,Dementia,Condition,SNOMED,Disorder,52448006,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_cogn,1925,Answer,1,mhoccur_cogn_1,Yes,439795,,Minimal cognitive impairment,Condition,SNOMED,Clinical Finding,110352000,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_ms,1928,Answer,1,mhoccur_ms_1,Yes,374919,,Multiple sclerosis,Condition,SNOMED,Disorder,24700007,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_cns,1931,Answer,1,mhoccur_cns_1,Yes,46271045,,Neurocognitive disorder,Condition,SNOMED,Disorder,709073001,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_ua,1949,Answer,1,mhoccur_ua_1,Yes,81902,,Urinary tract infectious disease,Condition,SNOMED,Disorder,68566005,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_obs,1958,Answer,1,mhoccur_obs_1,Yes,433736,,Obesity,Condition,SNOMED,Disorder,414916001,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_glc,1975,Answer,1,mhoccur_glc_1,Yes,437541,,Glaucoma,Condition,SNOMED,Disorder,23986001,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_amd,1978,Answer,1,mhoccur_amd_1,Yes,374028,,Age related macular degeneration,Condition,SNOMED,Disorder,267718000,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_rvo,1987,Answer,1,mhoccur_rvo_1,Yes,440392,,Retinal vascular occlusion,Condition,SNOMED,Disorder,73757007,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_ded,1990,Answer,1,mhoccur_ded_1,Yes,4036620,,Dry eyes,Condition,SNOMED,Clinical Finding,162290004,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_yn,1993,Answer,1,mhoccur_yn_1,Yes,46234759,,Other health condition,Observation,LOINC,Clinical Observation,76472-0,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,health_survey,radio,mhoccur_fall,1996,Answer,1,mhoccur_fall_1,Yes,40757198,,Falls in the past year,Observation,LOINC,Survey,52552-7,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,Yes,paid5_dm_survey,radio,,1214,Question,paid_dpr,,Feeling depressed when you think about living with diabetes,2005200045,2005200045,Feeling depressed when you think about living with diabetes,Observation,AIREADI,Survey,,S,skos:exactMatch,1,,,,,366979004,"0, Not a problem | 1, Minor problem | 2, Moderate problem | 3, Somewhat serious problem | 4, Serious problem"
Deleted,4/30/2024,No,No,locked (unavailable),No,participant_contact_information_survey,checkbox,,1103,Question,add_enrolled,,Add participant record to Enrolled Project,none - OPS,,,,,,N/A - operational variable,,,,,,,,,"1, Checking this box and saving the form will add [record_id] to the Enrolled project as a consented participant"
Changed,5/8/2025,Yes,Yes,open-source,No,recruitment_survey,text,,1025,Question,reccmpdat,,Recruitment survey date (date survey/form opened),4160030,,Performed,Observation,SNOMED,Qualifier Value,398166005,S,skos:closeMatch,0.75,,,2005200561,Recruitment Survey,Performed on value_as_concept_id = 1035260,
Changed,4/30/2024,Yes,Yes,protected,No,screening_survey,yesno,,1040,Question,rp_childpot,,Are you currently pregnant?,40768856,,Are you currently pregnant [PhenX],Observation,LOINC,Clinical Observation,66174-4,S,skos:exactMatch,1,,,,,LA14670-6,
Changed,4/30/2024,Yes,Yes,protected,No,screening_survey,calc,,1054,Question,ethnicscore,,Hispanic score (needed for demographics screening logic),42868351,,"Hispanic, latino-a, or spanish origin",Observation,LOINC,Clinical Observation,69854-8,S,skos:closeMatch,1,,,,,,"if([rp_childpot] = '0' and [mhterm_dm1] = '0' and [screen_nd(999)] = '0', if(sum([ethnic(C67113)],[ethnic(C67112)],[ethnic(C107608)],[ethnic(C67117)],[ethnic(C67118)],[ethnic(C126532)],[ethnic(C999)],[ethnic(888)]) >= 1, 1, 0), '')"
Changed,4/30/2024,Yes,Yes,protected,No,screening_survey,text,,1056,Question,raceot,,Other (please describe),3050381,,Race or ethnicity,Observation,LOINC,Clinical Observation,46463-6,S,skos:closeMatch,1,,,,,LA6310-2,
Changed,4/30/2024,Yes,Yes,open-source,No,substance_use_survey,radio,susmkncf,1999,Answer,1,susmkncf_1,Yes,40766306,,Smoked at least 100 cigarettes in entire life,Observation,LOINC,Clinical Observation,63581-3,S,skos:exactMatch,1,,,,,,
Changed,4/30/2024,Yes,Yes,open-source,No,substance_use_survey,radio,suvpcdur,2057,Answer,1,suvpcdur_1,Yes,903655,,Electronic cigarette smoker,Observation,OMOP Extension,Clinical Finding,OMOP5181836,S,skos:exactMatch,1,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,bcva,radio,,1498,Question,viaomthd,,Method used to complete form,2005200011,2005200011,Method used to complete form,Observation,AIREADI,Attribute,,S,skos:exactMatch,1,,,,,260686004,"1, EVA | 2, ETDRS"
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces1,2078,Answer,0,ces1_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA15665-5,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces1,2079,Answer,1,ces1_1,Some or a little of the time (1-2 days),2005200142,2005200142,Some or a little of the time (1-2 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA14733-2,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces1,2080,Answer,2,ces1_2,Occasionally or a moderate amount of time (3-4 days),2005200143,2005200143,Occasionally or a moderate amount of time (3-4 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA6483-7,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces1,2081,Answer,3,ces1_3,All of the time (5-7 days),2005200144,2005200144,All of the time (5-7 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA14734-0,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces2,2082,Answer,0,ces2_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA15665-5,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces2,2083,Answer,1,ces2_1,Some or a little of the time (1-2 days),2005200142,2005200142,Some or a little of the time (1-2 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA14733-2,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces2,2084,Answer,2,ces2_2,Occasionally or a moderate amount of time (3-4 days),2005200143,2005200143,Occasionally or a moderate amount of time (3-4 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA6483-7,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces2,2085,Answer,3,ces2_3,All of the time (5-7 days),2005200144,2005200144,All of the time (5-7 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA14734-0,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces3,2086,Answer,0,ces3_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA15665-5,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces3,2087,Answer,1,ces3_1,Some or a little of the time (1-2 days),2005200142,2005200142,Some or a little of the time (1-2 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA14733-2,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces3,2088,Answer,2,ces3_2,Occasionally or a moderate amount of time (3-4 days),2005200143,2005200143,Occasionally or a moderate amount of time (3-4 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA6483-7,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces3,2089,Answer,3,ces3_3,All of the time (5-7 days),2005200144,2005200144,All of the time (5-7 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA14734-0,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces4,2090,Answer,0,ces4_0,Rarely or none of the time (< 1 day),2005200141,2005200141,Rarely or none of the time (< 1 day),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA15665-5,
Changed,4/25/2024,Yes,Yes,open-source,Yes,cesd10_survey,radio,ces4,2091,Answer,1,ces4_1,Some or a little of the time (1-2 days),2005200142,2005200142,Some or a little of the time (1-2 days),Meas Value,AIREADI,Answer,,S,skos:exactMatch,1,,,,,LA14733-2,
